locality,property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,is_house,postal_code,wallonie_bx,building_state
5590 Ciney,House,Residence,185000.0,2.0,120.0,0.0,0.0,1.0,25.0,1.0,850.0,0.0,2.707469745444429,0.0,2.0,0.702,0.108,1,5590,1,4.0
2300 Turnhout,House,Residence,249000.0,2.0,160.0,0.0,0.0,1.0,0.0,1.0,0.0,460.0,2.0,0.0,2.0,0.63,0.451,1,2300,0,5.0
9300 Aalst,Apartment,Apartment,396450.0,2.0,105.0,1.0,0.0,1.0,31.0,1.0,0.0,0.0,2.0,0.0,2.0,1.3,0.193,0,9300,0,10.0
1040 Etterbeek,House,Mixed Building,850000.0,2.0,330.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,0.871,0.133,1,1040,1,3.0
5000 Namur,Apartment,Apartment,245000.0,2.0,86.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.796,0.155,0,5000,1,5.0
1332 Genval,House,Residence,595000.0,4.0,200.0,0.0,0.0,0.0,0.0,1.0,1008.0,1115.0,4.0,0.0,2.0,2.3,0.37,1,1332,1,4.0
4180 Hamoir,House,Residence,249000.0,2.0,86.0,0.0,0.0,1.0,42.0,1.0,343.0,469.0,4.0,0.0,1.0,0.772,0.3,1,4180,1,6.0
1745 Opwijk,House,Residence,437000.0,3.0,157.0,0.0,0.0,0.0,0.0,1.0,0.0,651.0,3.0,0.0,2.0,3.4,0.214,1,1745,0,10.0
5540 Hastière,House,Residence,290000.0,3.0,145.0,0.0,0.0,1.0,18.0,1.0,993.0,0.0,2.707469745444429,0.0,2.0,9.0,0.004,1,5540,1,10.0
4420 Saint-Nicolas,Apartment,Apartment,175000.0,2.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.4,0.57,0,4420,1,6.0
9000 Gent,House,Residence,398000.0,2.0,172.0,0.0,0.0,1.0,20.0,0.0,0.0,80.0,3.0,0.0,1.0,3.4,0.069,1,9000,0,4.0
5100 Dave,Apartment,Apartment,269000.0,2.0,95.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.3,0.148,0,5100,1,10.0
9140 Temse,House,Residence,299000.0,3.0,212.0,0.0,0.0,1.0,0.0,1.0,0.0,194.0,2.0,0.0,2.0,3.0,0.134,1,9140,0,6.0
1060 Sint-Gillis,Apartment,Apartment,225000.0,3.0,113.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,0.353,0,1060,1,4.0
9120 Beveren,Apartment,Apartment,477500.0,2.0,145.0,0.0,0.0,1.0,84.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.415,0,9120,0,5.0
2860 Sint-Katelijne-Waver,Apartment,Apartment,165000.0,1.0,65.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.5,0.031,0,2860,0,6.0
9500 Geraardsbergen,Apartment,Penthouse,219000.0,2.0,69.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.232,0,9500,0,6.0
4340 Awans,Apartment,Apartment,199000.0,1.0,75.0,1.0,0.0,1.0,20.0,1.0,50.0,0.0,2.707469745444429,0.0,1.0,4.0,0.121,0,4340,1,9.0
2600 Berchem,Apartment,Apartment,275000.0,2.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.742,0.088,0,2600,0,6.0
8301 Duinbergen,Apartment,Studio,355000.0,1.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.92,0.397,0,8301,0,5.0
4620 Fléron,House,Residence,319000.0,4.0,167.0,1.0,0.0,1.0,40.0,1.0,110.0,274.0,2.0,0.0,2.0,5.5,0.044,1,4620,1,6.0
2060 Antwerp,Apartment,Apartment,159000.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.601,0,2060,0,4.0
7500 Tournai,Apartment,Apartment,315000.0,2.0,132.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.972,0.092,0,7500,1,6.0
3500 Hasselt,House,Residence,475000.0,2.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,2.707469745444429,1.0,2.0,0.492,0.493,1,3500,0,6.0
9000 Gent,Apartment,Loft,835000.0,3.0,199.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,1.8,0.547,0,9000,0,10.0
6040 Jumet,House,Residence,230000.0,6.0,385.0,0.0,0.0,1.0,0.0,1.0,600.0,0.0,3.0,1.0,2.0,2.8,0.039,1,6040,1,3.0
8420 De Haan,Apartment,Ground Floor,95000.0,2.0,95.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,8.2,0.748,0,8420,0,6.0
1180 Ukkel,Apartment,Penthouse,450000.0,2.0,93.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,2.0,0.0,1.0,0.847,0.137,0,1180,1,9.0
1050 Elsene,Apartment,Apartment,325000.0,1.0,66.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.85,0.355,0,1050,1,6.0
1601 Ruisbroek,House,Villa,985000.0,1.0,386.0,1.0,0.0,1.0,0.0,1.0,0.0,1870.0,3.0,0.0,1.0,1.6,0.177,1,1601,0,6.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,795000.0,3.0,130.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.271,0,1200,1,10.0
4100 Seraing,Apartment,Duplex,119000.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.6,0.054,0,4100,1,7.0
1490 Court-Saint-Étienne,House,Residence,345000.0,3.0,127.0,1.0,0.0,1.0,17.0,1.0,0.0,639.0,4.0,0.0,2.0,0.499,0.166,1,1490,1,10.0
5660 Couvin,House,Residence,115000.0,4.0,150.0,0.0,0.0,1.0,30.0,1.0,0.0,345.0,2.0,0.0,2.0,0.614,0.102,1,5660,1,5.0
8670 Koksijde,Apartment,Apartment,349900.0,3.0,85.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,5.2,0.375,0,8670,0,8.0
8670 Koksijde,Apartment,Apartment,659000.0,4.0,161.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.4,0.411,0,8670,0,10.0
2870 Puurs-Sint-Amands,Apartment,Apartment,305000.0,2.0,96.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,4.3,0.117,0,2870,0,9.0
1150 Sint-Pieters-Woluwe,House,Residence,1045000.0,6.0,300.0,1.0,0.0,1.0,20.0,1.0,300.0,545.0,3.0,0.0,4.0,4.9,0.692,1,1150,1,9.0
1180 Ukkel,Apartment,Penthouse,725000.0,3.0,127.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,3.0,0.0,4.0,1.5,0.65,0,1180,1,10.0
2960 Brecht,House,Residence,549000.0,4.0,226.0,0.0,0.0,1.0,0.0,1.0,0.0,910.0,4.0,0.0,2.0,7.9,0.287,1,2960,0,6.0
1210 Sint-Joost-ten-Node,Apartment,Apartment,365000.0,2.0,121.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,0.686,0.033,0,1210,1,6.0
9050 Gentbrugge,House,Residence,530000.0,3.0,120.0,1.0,0.0,1.0,13.0,1.0,85.0,182.0,2.0,0.0,2.0,0.938,0.245,1,9050,0,9.0
1770 Liedekerke,House,Residence,435974.0,3.0,154.0,1.0,0.0,1.0,0.0,1.0,0.0,275.0,3.0,0.0,2.0,0.936,0.266,1,1770,0,10.0
2520 Ranst,Apartment,Penthouse,449000.0,3.0,112.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,4.0,0.0,1.0,6.4,0.214,0,2520,0,6.0
9300 Aalst,Apartment,Apartment,169000.0,2.0,68.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.423,0,9300,0,8.0
2300 Turnhout,House,Residence,327000.0,3.0,109.0,0.0,0.0,1.0,0.0,1.0,0.0,99.0,2.0,0.0,2.0,0.568,0.19,1,2300,0,6.0
1180 Ukkel,Apartment,Apartment,527500.0,2.0,130.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,4.0,0.814,0.306,0,1180,1,10.0
1082 Berchem-Sainte-Agathe,Apartment,Apartment,299000.0,3.0,100.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,1.1,0.166,0,1082,1,6.0
8870 Izegem,House,Residence,439000.0,4.0,210.0,1.0,0.0,1.0,36.0,1.0,550.0,1092.0,4.0,0.0,1.0,1.7,0.925,1,8870,0,6.0
6590 Momignies,House,Residence,50000.0,3.0,138.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,2.0,2.472569206067988,0.845,1,6590,1,5.0
2890 Sint-Amands,House,Residence,625000.0,2.0,251.0,0.0,0.0,1.0,15.0,1.0,0.0,585.0,3.0,0.0,2.0,5.3,0.455,1,2890,0,6.0
1070 Anderlecht,Apartment,Apartment,225000.0,2.0,68.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.8,0.1,0,1070,1,6.0
9100 Sint-Niklaas,House,Residence,460000.0,4.0,207.0,1.0,0.0,1.0,21.0,1.0,408.0,685.0,3.0,0.0,2.0,4.2,1.5,1,9100,0,9.0
3150 Haacht,House,Residence,585000.0,3.0,182.0,1.0,0.0,1.0,0.0,1.0,0.0,756.0,4.0,0.0,2.0,1.4,0.396,1,3150,0,9.0
1020 Laken,Apartment,Apartment,199000.0,2.0,75.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,4.0,0.0,2.0,0.647,0.095,0,1020,1,5.0
3970 Leopoldsburg,Apartment,Apartment,335900.0,5.0,122.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.933,0.384,0,3970,0,5.0
4430 Ans,House,Residence,225000.0,3.0,130.0,0.0,0.0,1.0,43.0,0.0,0.0,158.0,2.0,0.0,1.0,2.5,0.129,1,4430,1,4.0
2180 Ekeren,House,Residence,350000.0,4.0,173.0,0.0,0.0,1.0,0.0,1.0,0.0,345.0,3.0,0.0,2.0,0.374,0.281,1,2180,0,4.0
1180 Ukkel,Apartment,Apartment,617500.0,3.0,123.0,0.0,0.0,1.0,35.0,1.0,0.0,0.0,3.0,0.0,4.0,0.814,0.306,0,1180,1,10.0
1060 Sint-Gillis,House,Residence,775000.0,6.0,210.0,0.0,1.0,1.0,15.0,1.0,30.0,0.0,2.707469745444429,0.0,2.0,0.944,0.369,1,1060,1,5.0
2275 Lille,House,Residence,775000.0,4.0,314.0,0.0,0.0,1.0,0.0,1.0,0.0,1565.0,4.0,0.0,2.0,5.5,0.568,1,2275,0,9.0
4420 Saint-Nicolas,House,Residence,239000.0,3.0,125.0,1.0,0.0,1.0,0.0,1.0,135.0,214.0,3.0,0.0,2.0,1.5,0.016,1,4420,1,9.0
1020 Laken,House,Residence,785000.0,3.0,308.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,3.0,0.0,3.0,3.5,0.228,1,1020,1,10.0
4040 Herstal,Apartment,Apartment,210000.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.12,0,4040,1,9.0
4500 Huy,Apartment,Apartment,380000.0,5.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.937,0.155,0,4500,1,6.0
8400 Oostende,Apartment,Apartment,265000.0,2.0,93.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.688,0.244,0,8400,0,4.0
6040 Jumet,House,Residence,127000.0,4.0,131.0,1.0,0.0,1.0,38.0,1.0,302.0,390.0,2.0,0.0,1.0,2.8,0.039,1,6040,1,3.0
4102 Ougrée,Apartment,Studio,59000.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.804,0.622,0,4102,1,3.0
1933 Sterrebeek,Apartment,Apartment,1195000.0,3.0,176.0,0.0,0.0,1.0,26.0,1.0,157.0,0.0,2.0,0.0,4.0,5.0,1.3,0,1933,0,10.0
9340 Lede,House,Residence,999500.0,6.0,591.0,0.0,0.0,1.0,0.0,1.0,0.0,6081.0,4.0,0.0,2.0,5.5,0.593,1,9340,0,6.0
2340 Beerse,House,Residence,489000.0,4.0,212.0,0.0,0.0,1.0,0.0,1.0,0.0,364.0,3.0,0.0,2.0,8.2,0.013,1,2340,0,10.0
1120 Neder-Over-Heembeek,House,Mixed Building,570000.0,3.0,200.0,0.0,0.0,1.0,2.0,1.0,30.0,147.0,3.0,0.0,3.0,3.3,0.098,1,1120,1,6.0
7180 Seneffe,House,Mixed Building,289000.0,1.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.7,0.607,1,7180,1,8.0
7700 Mouscron,House,Residence,495000.0,4.0,325.0,0.0,0.0,1.0,0.0,1.0,100.0,600.0,3.0,0.0,2.0,0.969,0.108,1,7700,1,10.0
2160 Wommelgem,Apartment,Apartment,395000.0,2.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.9,0.103,0,2160,0,9.0
2830 Willebroek,House,Residence,299000.0,3.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,2.0,0.0,2.0,0.89,0.096,1,2830,0,4.0
3945 Ham,House,Residence,269000.0,3.0,151.0,0.0,0.0,1.0,0.0,1.0,0.0,660.0,2.0,0.0,2.0,4.7,0.71,1,3945,0,5.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,532000.0,2.0,113.0,0.0,0.0,1.0,16.0,1.0,18.0,0.0,2.0,0.0,2.0,4.2,0.207,0,1200,1,10.0
2610 Wilrijk,House,Residence,449000.0,3.0,189.0,0.0,0.0,1.0,0.0,1.0,0.0,194.0,2.0,0.0,2.0,3.0,0.376,1,2610,0,6.0
9600 Ronse,House,Residence,385000.0,5.0,400.0,1.0,0.0,1.0,0.0,1.0,64.0,320.0,2.0,0.0,3.0,1.1,0.157,1,9600,0,6.0
1500 Halle,Apartment,Apartment,300000.0,2.0,95.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.018,0,1500,0,5.0
5300 Andenne,House,Residence,295000.0,3.0,125.0,0.0,0.0,1.0,16.0,1.0,0.0,1600.0,4.0,0.0,1.0,1.9,0.589,1,5300,1,4.0
7700 Mouscron,House,Residence,309000.0,4.0,143.0,1.0,0.0,1.0,50.0,1.0,90.0,315.0,2.0,0.0,3.0,0.969,0.108,1,7700,1,6.0
4802 Heusy,House,Residence,269000.0,4.0,142.0,0.0,0.0,1.0,35.0,1.0,408.0,499.0,4.0,0.0,1.0,2.2,0.004,1,4802,1,6.0
8400 Oostende,Apartment,Apartment,275000.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.9,0.226,0,8400,0,8.0
1050 Elsene,Apartment,Apartment,285000.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.581,0.113,0,1050,1,5.0
8500 Kortrijk,House,Residence,445000.0,3.0,140.0,1.0,0.0,1.0,0.0,1.0,0.0,222.0,3.0,0.0,2.0,1.4,0.2,1,8500,0,10.0
1150 Sint-Pieters-Woluwe,Apartment,Apartment,695000.0,3.0,185.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,2.0,0.0,2.0,2.5,0.37,0,1150,1,4.0
5190 Jemeppe-Sur-Sambre,House,Residence,610000.0,6.0,354.0,0.0,0.0,1.0,0.0,1.0,0.0,745.0,2.0,0.0,4.0,3.1,0.081,1,5190,1,6.0
6880 Bertrix,House,Residence,215000.0,3.0,162.0,0.0,0.0,0.0,0.0,1.0,592.0,474.0,2.707469745444429,0.0,2.0,0.995,0.199,1,6880,1,4.0
3550 Heusden-Zolder,House,Residence,179000.0,3.0,360.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.8,0.379,1,3550,0,2.0
6030 Marchienne-au-Pont,House,Residence,107000.0,4.0,140.0,1.0,0.0,1.0,0.0,1.0,16.0,76.0,2.0,0.0,1.0,1.8,0.113,1,6030,1,6.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,259000.0,2.0,95.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,1.5,0.179,0,1080,1,5.0
1180 Ukkel,Apartment,Apartment,275000.0,2.0,85.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.847,0.137,0,1180,1,4.0
7370 Dour,House,Residence,55000.0,2.0,80.0,0.0,0.0,1.0,15.0,1.0,0.0,110.0,3.0,0.0,1.0,3.7,0.051,1,7370,1,4.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,725000.0,2.0,119.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,0.271,0,1200,1,10.0
4845 Jalhay,House,Residence,375000.0,4.0,240.0,0.0,0.0,0.0,0.0,1.0,1597.0,2034.0,3.0,1.0,1.0,5.4,0.075,1,4845,1,5.0
4000 Liege,Apartment,Apartment,190000.0,4.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.749,0.013,0,4000,1,8.0
4602 Cheratte,House,Residence,249000.0,2.0,154.0,0.0,0.0,0.0,0.0,1.0,0.0,218.0,3.0,0.0,2.0,6.2,0.605,1,4602,1,5.0
1702 Groot-Bijgaarden,Apartment,Apartment,1100000.0,11.0,429.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.0,0.0,2.0,0.805,0.049,0,1702,0,6.0
3890 Gingelom,House,Residence,210000.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,3.0,0.0,2.0,4.8,0.032,1,3890,0,5.0
1070 Anderlecht,Apartment,Ground Floor,279000.0,2.0,100.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,2.0,0.0,1.0,1.9,0.115,0,1070,1,9.0
9700 Oudenaarde,House,Mixed Building,1195000.0,1.0,635.0,1.0,0.0,0.0,0.0,0.0,0.0,3762.0,4.0,0.0,2.0,6.0,0.004,1,9700,0,9.0
3920 Lommel,House,Residence,369000.0,6.0,315.0,0.0,0.0,1.0,0.0,1.0,0.0,297.0,3.0,0.0,2.0,5.6,0.389,1,3920,0,5.0
8670 Sint-Idesbald,Apartment,Apartment,395000.0,2.0,104.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,4.3,0.069,0,8670,0,9.0
3520 Zonhoven,House,Residence,456081.0,3.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.8,0.452,1,3520,0,10.0
1190 Vorst,Apartment,Apartment,490000.0,2.0,120.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.9,0.113,0,1190,1,6.0
7730 Estaimbourg,House,Residence,330000.0,3.0,145.0,1.0,0.0,0.0,0.0,1.0,0.0,308.0,3.0,0.0,1.0,6.4,0.042,1,7730,1,10.0
7060 Soignies,House,Residence,349000.0,3.0,150.0,0.0,0.0,0.0,0.0,1.0,1650.0,2367.0,2.707469745444429,0.0,2.0,0.737,0.723,1,7060,1,6.0
8480 Ichtegem,House,Residence,349500.0,4.0,187.0,0.0,0.0,1.0,0.0,1.0,0.0,257.0,2.0,0.0,2.0,8.4,0.032,1,8480,0,10.0
1180 Ukkel,Apartment,Apartment,275000.0,2.0,75.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.605,0.321,0,1180,1,3.0
1040 Etterbeek,Apartment,Apartment,479500.0,2.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.705,0.286,0,1040,1,10.0
8660 De Panne,Apartment,Apartment,339000.0,2.0,88.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.0,0.122,0,8660,0,8.0
9900 Eeklo,House,Residence,330000.0,3.0,128.0,0.0,0.0,0.0,0.0,1.0,0.0,163.0,2.0,0.0,3.0,1.6,0.202,1,9900,0,10.0
1070 Anderlecht,Apartment,Apartment,335000.0,2.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.9,0.115,0,1070,1,6.0
2440 Geel,Apartment,Apartment,154500.0,1.0,72.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,2.5,0.482,0,2440,0,9.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,229000.0,2.0,77.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.1,0.087,0,1080,1,9.0
1030 Schaarbeek,Apartment,Duplex,225000.0,3.0,161.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,2.0,0.0,2.0,0.595,0.167,0,1030,1,4.0
2640 Mortsel,House,Residence,495000.0,3.0,158.0,0.0,0.0,1.0,9.0,1.0,31.0,0.0,2.707469745444429,0.0,2.0,0.647,0.467,1,2640,0,10.0
5340 Gesves,House,Residence,320000.0,3.0,110.0,1.0,0.0,0.0,0.0,1.0,0.0,1152.0,4.0,0.0,2.0,5.5,0.191,1,5340,1,3.0
1640 Sint-Genesius-Rode,House,Residence,2850000.0,5.0,550.0,1.0,0.0,1.0,0.0,1.0,1900.0,2105.0,4.0,1.0,4.0,0.557,0.202,1,1640,0,9.0
4180 Hamoir,House,Residence,149000.0,4.0,199.0,0.0,0.0,1.0,0.0,1.0,0.0,285.0,3.0,0.0,2.0,2.2,0.294,1,4180,1,5.0
1070 Anderlecht,Apartment,Apartment,225000.0,2.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.8,0.278,0,1070,1,5.0
7140 Morlanwelz,House,Residence,80000.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0,0.124,0.169,1,7140,1,4.0
2018 Antwerp,Apartment,Apartment,535000.0,3.0,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.6,0.113,0,2018,0,8.0
1150 Sint-Pieters-Woluwe,Apartment,Ground Floor,485000.0,2.0,130.0,0.0,0.0,1.0,10.0,1.0,115.0,0.0,2.0,0.0,2.0,4.1,0.551,0,1150,1,3.0
6791 Athus,House,Residence,360000.0,6.0,240.0,0.0,0.0,1.0,25.0,1.0,250.0,0.0,3.0,0.0,2.0,2.8,0.161,1,6791,1,5.0
2300 Turnhout,House,Residence,385000.0,4.0,186.0,0.0,0.0,1.0,0.0,0.0,0.0,160.0,3.0,0.0,2.0,2.0,0.126,1,2300,0,6.0
2440 Geel,House,Residence,299000.0,3.0,173.0,1.0,0.0,1.0,0.0,1.0,0.0,3358.0,3.0,0.0,1.0,8.0,0.153,1,2440,0,5.0
1480 Tubize,Apartment,Apartment,320000.0,3.0,114.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,0.0,2.0,0.527,0.016,0,1480,1,6.0
8800 Roeselare,House,Villa,850000.0,5.0,371.0,1.0,0.0,1.0,115.0,1.0,0.0,2248.0,4.0,0.0,2.0,2.2,0.399,1,8800,0,6.0
8000 Brugge,House,Master House,1295000.0,10.0,609.0,1.0,0.0,1.0,0.0,1.0,0.0,277.0,3.0,0.0,3.0,1.7,0.218,1,8000,0,4.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,160000.0,1.0,56.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.5,0.201,0,1080,1,6.0
9220 Hamme,Apartment,Ground Floor,245000.0,2.0,71.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,3.0,0.0,1.0,7.7,0.304,0,9220,0,6.0
1050 Elsene,Apartment,Apartment,895000.0,4.0,260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.1,0.225,0,1050,1,9.0
4020 Liege,House,Residence,250000.0,8.0,204.0,1.0,0.0,1.0,177.0,0.0,0.0,679.0,2.0,0.0,2.0,1.3,0.154,1,4020,1,3.0
5500 Dinant,Apartment,Apartment,325000.0,2.0,136.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.191,0.139,0,5500,1,5.0
4020 Bressoux,House,Residence,95000.0,5.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,0.0,2.0,0.997,0.019,1,4020,1,5.0
6000 Charleroi,House,Residence,598000.0,5.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2.0,0.0,2.0,1.2,0.266,1,6000,1,5.0
4100 Seraing,House,Residence,120000.0,2.0,94.0,1.0,0.0,1.0,40.0,0.0,0.0,130.0,2.0,0.0,1.0,0.376,0.202,1,4100,1,6.0
7500 Tournai,Apartment,Apartment,287000.0,2.0,93.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,2.707469745444429,1.0,1.0,1.0,0.311,0,7500,1,10.0
4000 Liege,House,Residence,225000.0,4.0,156.0,0.0,0.0,1.0,8.0,1.0,40.0,108.0,2.0,0.0,1.0,1.6,0.144,1,4000,1,6.0
1080 Sint-Jans-Molenbeek,House,Residence,295000.0,4.0,120.0,0.0,0.0,1.0,15.0,1.0,0.0,65.0,2.707469745444429,0.0,1.0,1.7,0.319,1,1080,1,4.0
9500 Geraardsbergen,Apartment,Apartment,481000.0,3.0,137.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.2,0.2,0,9500,0,10.0
4030 Grivegnée,Apartment,Apartment,372700.0,3.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.7,0.01,0,4030,1,10.0
2830 Willebroek,Apartment,Apartment,315000.0,2.0,74.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.7,0.338,0,2830,0,5.0
4020 Liege,Apartment,Apartment,150000.0,3.0,112.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.066,0,4020,1,9.0
2390 Malle,House,Residence,349900.0,3.0,147.0,0.0,0.0,0.0,0.0,1.0,600.0,852.0,4.0,0.0,1.0,2.472569206067988,0.483,1,2390,0,4.0
1340 Ottignies,Apartment,Apartment,199000.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.883,0.06,0,1340,1,6.0
9290 Berlare,House,Residence,449000.0,3.0,144.0,1.0,0.0,1.0,0.0,1.0,0.0,386.0,3.0,0.0,2.0,5.4,0.599,1,9290,0,6.0
2500 Lier,House,Residence,225000.0,2.0,130.0,0.0,0.0,1.0,8.0,1.0,0.0,114.0,2.0,0.0,2.0,0.718,0.107,1,2500,0,5.0
8670 Koksijde,Apartment,Apartment,245000.0,2.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.2,0.272,0,8670,0,9.0
