property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,postal_code,wallonie_bx,building_state
House,Residence,40000.0,2.0,110.0,0.0,0.0,0.0,0.0,1.0,0.0,2508.0,4.0,0.0,1.0,0.852,0.132,5600,1,5.0
House,Chalet,195000.0,3.0,64.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.427,6760,1,9.0
Apartment,Apartment,372000.0,2.0,91.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.8,0.083,8660,0,5.0
Apartment,Apartment,179000.0,1.0,67.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,3.4,0.357,4460,1,9.0
House,Residence,285000.0,5.0,193.0,0.0,0.0,1.0,0.0,1.0,0.0,110.0,3.0,0.0,2.0,6.1,0.299,3530,0,6.0
Apartment,Apartment,399000.0,2.0,118.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,3.0,0.0,2.0,4.6,0.126,4680,1,5.0
Apartment,Apartment,250000.0,3.0,127.0,1.0,0.0,1.0,18.0,1.0,200.0,0.0,3.0,0.0,1.0,4.4,0.079,4683,1,9.0
Apartment,Apartment,140000.0,2.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.472,0.254,6220,1,6.0
Apartment,Apartment,325000.0,3.0,118.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.247,1082,1,3.0
Apartment,Apartment,535000.0,2.0,117.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.407,0.06,1040,1,6.0
House,Residence,322993.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,3.0,0.0,2.0,0.84,0.082,8800,0,5.0
House,Residence,499500.0,5.0,336.0,1.0,0.0,1.0,0.0,1.0,0.0,450.0,4.0,0.0,3.0,1.5,0.146,8570,0,6.0
House,Residence,640000.0,4.0,189.0,0.0,0.0,1.0,20.0,1.0,500.0,689.0,4.0,0.0,2.0,0.913,0.332,3090,0,6.0
House,Residence,449000.0,4.0,173.0,1.0,0.0,1.0,40.0,1.0,50.0,90.0,3.0,0.0,2.0,3.5,0.101,4100,1,9.0
Apartment,Penthouse,345000.0,3.0,112.0,1.0,0.0,1.0,37.0,0.0,0.0,0.0,2.0,0.0,2.0,2.2,0.185,1083,1,6.0
House,Residence,890000.0,5.0,267.0,1.0,0.0,1.0,22.0,1.0,50.0,109.0,2.0,0.0,3.0,0.701,0.278,1000,1,9.0
Apartment,Apartment,240000.0,2.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.7,0.05,3550,0,6.0
Apartment,Apartment,229000.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.6,0.373,1070,1,5.0
House,Residence,150000.0,3.0,124.0,1.0,0.0,1.0,18.0,1.0,18.0,168.0,3.0,0.0,1.0,0.303,0.251,4101,1,6.0
Apartment,Apartment,329000.0,2.0,97.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,9.2,0.181,4650,1,5.0
Apartment,Apartment,240000.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.939,0.015,1030,1,6.0
Apartment,Apartment,385000.0,2.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.1,0.219,8660,0,5.0
Apartment,Apartment,274672.0,2.0,81.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,1.0,1.1,0.199,5300,1,10.0
House,Residence,119000.0,1.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,1.0,0.186,0.085,4041,1,6.0
House,Residence,421816.0,3.0,188.0,0.0,0.0,1.0,0.0,1.0,70.0,0.0,2.0,0.0,2.0,2.472569206067988,0.171,3650,0,5.0
Apartment,Duplex,515000.0,3.0,126.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,1.9,0.215,1200,1,8.0
House,Residence,410000.0,3.0,143.0,1.0,0.0,1.0,40.0,1.0,927.0,1024.0,3.0,0.0,2.0,1.8,0.339,6700,1,6.0
House,Residence,345000.0,3.0,112.0,0.0,0.0,1.0,15.0,1.0,299.0,299.0,2.0,0.0,2.0,0.245,0.389,1330,1,4.0
House,Residence,239000.0,2.0,90.0,1.0,0.0,1.0,20.0,0.0,0.0,85.0,2.0,0.0,1.0,4.1,0.246,4052,1,6.0
Apartment,Apartment,525000.0,3.0,130.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,4.0,0.0,2.0,0.847,0.137,1180,1,5.0
House,Residence,159000.0,3.0,260.0,0.0,0.0,1.0,70.0,1.0,300.0,518.0,3.0,0.0,3.0,4.1,0.088,6043,1,4.0
Apartment,Apartment,265000.0,2.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,9.4,2.0,8620,0,9.0
House,Residence,169000.0,3.0,90.0,1.0,0.0,0.0,0.0,1.0,20.0,84.0,2.0,0.0,1.0,1.7,0.258,4870,1,3.0
House,Villa,895000.0,5.0,239.0,1.0,0.0,1.0,0.0,1.0,919.0,919.0,4.0,1.0,3.0,1.6,0.267,1410,1,8.0
House,Residence,345000.0,3.0,130.0,1.0,0.0,1.0,0.0,1.0,700.0,771.0,4.0,0.0,2.0,1.8,0.354,9500,0,6.0
Apartment,Apartment,219000.0,2.0,90.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.5,0.06,8310,0,4.0
House,Residence,135000.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,3.0,0.0,2.0,1.3,0.242,5300,1,4.0
House,Residence,1145000.0,6.0,280.0,1.0,0.0,1.0,30.0,1.0,1224.0,1224.0,4.0,0.0,3.0,2.7,0.106,1420,1,6.0
House,Residence,549000.0,4.0,206.0,0.0,0.0,1.0,0.0,1.0,0.0,130.0,2.0,0.0,2.0,1.6,0.253,2180,0,5.0
House,Residence,375000.0,2.0,222.0,0.0,0.0,0.0,0.0,1.0,0.0,681.0,3.0,0.0,2.0,3.5,1.6,3580,0,5.0
Apartment,Apartment,595000.0,3.0,124.0,0.0,0.0,1.0,13.0,1.0,58.0,0.0,2.0,0.0,3.0,4.2,0.207,1200,1,10.0
Apartment,Apartment,150000.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.1,0.311,1030,1,4.0
Apartment,Apartment,150000.0,1.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,6.7,0.118,4630,1,6.0
House,Residence,970000.0,5.0,250.0,1.0,0.0,1.0,0.0,1.0,0.0,440.0,4.0,0.0,4.0,4.4,0.582,1933,0,9.0
Apartment,Apartment,445000.0,2.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.995,0.239,1050,1,6.0
Apartment,Apartment,360000.0,2.0,110.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,2.0,0.0,2.0,1.5,0.04,1654,0,5.0
House,Mixed Building,375000.0,6.0,228.0,0.0,0.0,1.0,27.0,0.0,0.0,101.0,3.0,0.0,2.0,5.3,0.476,5570,1,6.0
House,Residence,299000.0,4.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,3.0,0.0,2.0,6.6,0.037,3120,0,5.0
Apartment,Apartment,205000.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.5,0.127,3090,0,8.0
Apartment,Apartment,595000.0,2.0,126.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,5.5,0.184,9290,0,5.0
Apartment,Apartment,460000.0,2.0,89.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,0.604,0.277,1050,1,9.0
House,Residence,399000.0,4.0,160.0,1.0,0.0,1.0,20.0,1.0,0.0,700.0,4.0,0.0,2.0,1.4,0.066,7500,1,5.0
Apartment,Apartment,670000.0,2.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.5,0.391,1000,1,9.0
House,Residence,240000.0,3.0,189.0,0.0,0.0,1.0,0.0,0.0,0.0,220.0,2.0,0.0,2.0,1.5,0.035,5000,1,6.0
House,Residence,870000.0,4.0,368.0,0.0,0.0,1.0,0.0,1.0,0.0,250.0,2.0,0.0,3.0,0.871,0.133,1040,1,5.0
House,Residence,199000.0,3.0,162.0,0.0,0.0,1.0,65.0,1.0,200.0,0.0,2.707469745444429,0.0,2.0,4.6,0.033,7711,1,5.0
House,Residence,129000.0,3.0,150.0,0.0,0.0,0.0,0.0,1.0,267.0,360.0,3.0,0.0,1.0,0.81,0.099,4100,1,3.0
House,Villa,540000.0,3.0,170.0,1.0,0.0,1.0,26.0,1.0,600.0,1012.0,4.0,0.0,2.0,2.3,0.37,1332,1,3.0
House,Villa,799000.0,3.0,175.0,0.0,0.0,1.0,25.0,1.0,500.0,730.0,4.0,0.0,3.0,3.5,0.57,1933,0,9.0
House,Residence,105000.0,2.0,120.0,0.0,0.0,1.0,0.0,1.0,380.0,448.0,2.0,0.0,1.0,2.3,0.629,9600,0,4.0
House,Residence,329000.0,5.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,800.0,4.0,0.0,2.0,2.3,0.09,6110,1,6.0
House,Residence,440000.0,3.0,150.0,0.0,0.0,1.0,5.0,1.0,0.0,397.0,2.707469745444429,0.0,2.0,3.1,0.308,1700,0,6.0
House,Residence,249000.0,3.0,150.0,0.0,0.0,1.0,20.0,1.0,800.0,1030.0,3.0,0.0,2.0,7.9,0.22,2280,0,4.0
House,Residence,295000.0,4.0,151.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,2.707469745444429,0.0,2.0,0.911,0.123,9300,0,6.0
House,Residence,185000.0,5.0,195.0,1.0,0.0,1.0,65.0,1.0,182.0,307.0,2.0,0.0,1.0,1.2,0.13,7500,1,3.0
Apartment,Apartment,109000.0,1.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.4,0.035,7700,1,5.0
House,Residence,650000.0,4.0,212.0,0.0,0.0,0.0,0.0,1.0,60.0,220.0,2.0,0.0,2.0,0.847,0.137,1180,1,4.0
Apartment,Apartment,315200.0,1.0,79.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.0,0.182,8670,0,10.0
Apartment,Apartment,99000.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.855,0.009,4020,1,6.0
Apartment,Apartment,265000.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.301,0.163,1000,1,3.0
House,Residence,349000.0,4.0,211.0,0.0,0.0,1.0,0.0,1.0,0.0,394.0,3.0,0.0,2.0,2.472569206067988,0.475,3650,0,6.0
House,Bungalow,499000.0,2.0,91.0,0.0,0.0,0.0,0.0,1.0,1010.0,1754.0,4.0,0.0,1.0,0.245,0.389,1330,1,4.0
House,Residence,585000.0,7.0,384.0,0.0,0.0,1.0,20.0,1.0,110.0,205.0,2.0,0.0,2.0,1.0,0.677,1140,1,5.0
House,Residence,40000.0,4.0,168.0,0.0,0.0,0.0,0.0,1.0,50.0,158.0,2.0,0.0,2.0,0.987,0.086,4020,1,5.0
Apartment,Apartment,327205.0,3.0,95.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,1.3,0.193,7000,1,5.0
Apartment,Apartment,317000.0,2.0,106.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,2.0,0.92,9100,0,10.0
Apartment,Apartment,275000.0,3.0,150.0,1.0,0.0,1.0,10.0,1.0,100.0,0.0,3.0,0.0,1.0,7.2,0.905,1460,1,9.0
Apartment,Duplex,399000.0,3.0,132.0,0.0,0.0,1.0,153.0,0.0,0.0,0.0,3.0,0.0,2.0,10.3,0.236,2310,0,6.0
House,Residence,419000.0,3.0,158.0,1.0,0.0,1.0,0.0,1.0,95.0,356.0,3.0,0.0,2.0,1.9,0.294,3581,0,10.0
House,Residence,295000.0,3.0,200.0,0.0,0.0,1.0,30.0,1.0,360.0,0.0,2.707469745444429,0.0,2.0,0.658,0.473,9420,0,6.0
Apartment,Apartment,149000.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.9,0.698,1070,1,4.0
Apartment,Apartment,159000.0,1.0,61.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.331,1082,1,3.0
Apartment,Apartment,229000.0,1.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.123,2060,0,6.0
House,Villa,750000.0,4.0,285.0,1.0,0.0,1.0,0.0,1.0,0.0,494.0,4.0,0.0,2.0,6.3,0.213,3140,0,9.0
Apartment,Apartment,445000.0,2.0,104.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,3.0,0.0,2.0,1.1,0.277,4000,1,10.0
House,Residence,335000.0,7.0,215.0,1.0,0.0,1.0,0.0,1.0,0.0,2114.0,4.0,0.0,2.0,11.3,1.1,2430,0,6.0
House,Residence,325000.0,3.0,180.0,1.0,0.0,1.0,0.0,1.0,0.0,638.0,2.0,0.0,2.0,0.475,0.436,8940,0,6.0
Apartment,Apartment,275000.0,1.0,66.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,1.7,0.252,2000,0,6.0
House,Residence,50000.0,2.0,105.0,0.0,0.0,0.0,0.0,1.0,400.0,556.0,3.0,0.0,1.0,1.4,0.195,6900,1,4.0
House,Residence,375000.0,3.0,153.0,0.0,0.0,1.0,25.0,1.0,230.0,312.0,3.0,1.0,2.0,2.1,1.6,9100,0,4.0
House,Residence,249000.0,3.0,168.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,2.707469745444429,0.0,1.0,2.2,0.439,2170,0,5.0
Apartment,Apartment,175000.0,2.0,92.0,0.0,0.0,0.0,0.0,1.0,184.0,0.0,2.0,0.0,2.0,2.9,0.252,8900,0,6.0
Apartment,Apartment,235000.0,3.0,130.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,2.0,0.0,2.0,1.4,0.35,1080,1,4.0
House,Residence,385000.0,3.0,135.0,1.0,0.0,1.0,15.0,1.0,396.0,463.0,3.0,0.0,1.0,1.8,0.32696615201900237,1790,0,9.0
Apartment,Penthouse,450000.0,3.0,120.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.8,0.254,5100,1,10.0
House,Villa,695000.0,4.0,200.0,0.0,0.0,1.0,0.0,1.0,715.0,915.0,4.0,0.0,2.0,1.2,0.554,6940,1,9.0
House,Residence,575000.0,7.0,391.0,0.0,0.0,1.0,0.0,1.0,0.0,312.0,2.0,0.0,2.0,0.784,0.148,3700,0,5.0
Apartment,Apartment,325000.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.766,0.253,6700,1,5.0
House,Residence,189000.0,2.0,119.0,1.0,0.0,1.0,12.0,1.0,150.0,281.0,2.0,0.0,1.0,4.5,1.1,4020,1,6.0
