locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km
1160 Oudergem,House,Residence,795000,for sale,5.0,360.0,1.0,0.0,1.0,2.0,1.0,120.0,199.0,2.0,None,Normal,2.0,0.874,0.067
1310 La Hulpe,House,Residence,450000,for sale,4.0,125.0,1.0,0.0,1.0,None,1.0,None,117.0,3.0,0.0,Normal,2.0,1.8,0.265
7700 Mouscron,Apartment,Apartment,243550,for sale,2.0,88.0,1.0,None,1.0,None,None,None,None,2.0,None,New,1.0,0.969,0.108
5060 Falisolle,House,Residence,350000,for sale,3.0,220.0,None,0.0,0.0,None,1.0,70.0,7042.0,4.0,0.0,To restore,1.0,1.9,0.151
1020 Laken,House,Mixed Building,620000,for sale,6.0,200.0,1.0,0.0,0.0,None,0.0,None,90.0,2.0,0.0,To be renovated,4.0,0.361,0.063
4140 Sprimont,House,Master House,325000,for sale,8.0,404.0,None,0.0,1.0,None,1.0,None,2500.0,4.0,0.0,To renovate,None,3.8,0.024
5580 Rochefort,House,Residence,160000,in public sale,3.0,None,None,None,0.0,None,1.0,None,None,4.0,None,None,None,4.3,0.596
9300 Aalst,House,Residence,187500,for sale,3.0,145.0,None,0.0,1.0,None,1.0,34.0,None,None,None,Normal,1.0,0.752,0.209
3140 Keerbergen,Apartment,Penthouse,585000,for sale,3.0,152.0,None,None,1.0,30.0,1.0,None,None,None,None,None,None,6.0,0.519
3320 Hoegaarden,Apartment,Duplex,170000,for sale,1.0,74.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,Normal,None,4.8,0.309
4800 Verviers,House,Residence,229000,for sale,5.0,227.0,None,0.0,1.0,24.0,0.0,None,274.0,3.0,0.0,To renovate,3.0,1.6,0.131
6821 Lacuisine,House,Residence,459000,for sale,3.0,480.0,1.0,0.0,1.0,35.0,1.0,75.0,410.0,2.0,0.0,Normal,2.0,1.6,0.114
4480 Clermont,Apartment,Apartment,245000,for sale,3.0,123.0,None,None,1.0,None,1.0,20.0,None,None,None,Normal,None,3.8,0.4
1325 Chaumont-Gistoux,House,Mixed Building,650000,for sale,3.0,308.0,None,1.0,1.0,None,1.0,4143.0,4451.0,3.0,0.0,To be renovated,2.0,7.4,0.296
2500 Lier,House,Residence,315000,for sale,3.0,133.0,None,None,0.0,None,0.0,None,133.0,2.0,None,None,1.0,0.741,0.064
1150 Sint-Pieters-Woluwe,House,Residence,850000,for sale,5.0,292.0,None,0.0,1.0,35.0,0.0,None,None,2.0,None,To be renovated,5.0,1.9,0.464
1180 Ukkel,Apartment,Apartment,510000,for sale,3.0,106.0,None,0.0,1.0,12.0,1.0,83.0,None,4.0,0.0,New,1.0,1.6,0.609
3040 Loonbeek,House,Residence,735000,for sale,5.0,200.0,None,0.0,1.0,None,1.0,None,671.0,3.0,None,New,None,3.8,0.196
4820 Dison,House,Residence,119000,for sale,3.0,156.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,Normal,2.0,3.6,0.053
2450 Meerhout,House,Residence,239000,for sale,3.0,210.0,None,0.0,1.0,None,1.0,None,965.0,3.0,None,To be renovated,1.0,7.9,0.317
7700 Mouscron,House,Residence,209000,for sale,3.0,156.0,None,0.0,1.0,21.0,1.0,120.0,255.0,2.0,None,Normal,1.0,0.969,0.108
9240 Zele,House,Residence,378000,for sale,3.0,278.0,None,0.0,1.0,32.0,None,None,253.0,3.0,0.0,New,2.0,1.4,0.249
1000 Brussels,Apartment,Apartment,175000,for sale,2.0,75.0,None,0.0,1.0,None,0.0,None,None,None,None,Normal,1.0,1.4,0.391
1495 Marbais,House,Residence,630000,for sale,5.0,332.0,None,0.0,1.0,70.0,1.0,None,2300.0,4.0,None,Normal,3.0,2.8,0.714
1490 Court-Saint-Étienne,House,Residence,475000,for sale,2.0,115.0,1.0,0.0,1.0,40.0,1.0,None,1500.0,None,None,None,2.0,0.806,1.4
7861 Wannebecq,House,Residence,364533,for sale,3.0,158.0,None,None,None,None,1.0,None,1823.0,4.0,None,New,2.0,2.2,2.6
1700 Dilbeek,House,Mixed Building,550000,for sale,6.0,250.0,None,0.0,1.0,50.0,1.0,250.0,413.0,2.0,0.0,Normal,3.0,4.0,0.247
5000 Namur,House,Villa,450000,for sale,5.0,None,None,None,1.0,None,1.0,None,None,None,None,None,None,1.7,0.386
3930 Hamont-Achel,House,Residence,469000,for sale,4.0,224.0,None,0.0,1.0,None,1.0,None,844.0,4.0,None,Normal,2.0,1.1,0.549
6900 Marche-en-Famenne,Apartment,Apartment,316800,for sale,2.0,103.0,1.0,0.0,1.0,12.0,1.0,39.0,None,None,0.0,None,1.0,0.23,0.01
5621 Morialmé,Apartment,Apartment,155000,for sale,2.0,97.0,None,0.0,0.0,None,0.0,None,None,None,None,None,1.0,7.4,0.026
1480 Tubize,House,Residence,375000,for sale,3.0,101.0,1.0,0.0,1.0,31.0,1.0,520.0,831.0,3.0,0.0,Normal,2.0,0.527,0.016
2300 Turnhout,House,Residence,349000,for sale,3.0,108.0,None,0.0,1.0,None,0.0,None,97.0,3.0,None,Excellent,2.0,1.4,0.577
2220 Heist-op-den-Berg,House,Residence,985000,for sale,4.0,316.0,None,0.0,1.0,None,1.0,None,1803.0,4.0,1.0,Normal,2.0,4.0,0.931
8670 Sint-Idesbald,Apartment,Apartment,280000,for sale,2.0,None,None,None,1.0,None,0.0,None,None,None,None,To be renovated,None,5.1,0.515
7750 Orroir,House,Residence,195000,for sale,2.0,119.0,1.0,0.0,1.0,16.0,1.0,311.0,590.0,3.0,0.0,To be renovated,1.0,9.2,0.126
2500 Lier,Apartment,Apartment,214749,for sale,1.0,65.0,None,0.0,1.0,11.0,0.0,None,None,2.0,None,New,None,1.2,0.189
1731 Relegem,Apartment,Apartment,248000,for sale,2.0,70.0,1.0,0.0,1.0,7.0,0.0,None,None,2.0,0.0,Normal,1.0,0.704,0.411
4681 Hermalle-sous-Argenteau,House,Residence,409000,for sale,3.0,255.0,None,None,1.0,50.0,1.0,None,1801.0,2.0,None,None,None,3.8,0.075
3900 Pelt,House,Residence,319000,for sale,3.0,218.0,None,0.0,1.0,None,1.0,None,937.0,4.0,None,Normal,2.0,1.9,0.393
4000 Liege,Apartment,Ground Floor,234500,for sale,1.0,70.0,None,None,0.0,None,0.0,None,None,None,None,Fully renovated,None,0.83,0.204
3000 Leuven,House,Residence,1300000,for sale,8.0,600.0,1.0,None,1.0,None,1.0,None,39118.0,4.0,0.0,To renovate,None,1.6,0.308
2490 Balen,House,Residence,449000,for sale,4.0,242.0,None,0.0,1.0,None,1.0,None,957.0,4.0,None,Normal,2.0,2.2,0.222
1050 Elsene,Apartment,Duplex,299000,for sale,1.0,66.0,1.0,0.0,1.0,10.0,0.0,None,None,2.0,None,Excellent,1.0,0.485,0.272
2260 Westerlo,House,Residence,335000,for sale,3.0,360.0,None,0.0,None,None,1.0,None,1327.0,4.0,None,To be renovated,2.0,7.8,0.206
1651 Lot,House,Residence,485000,for sale,4.0,182.0,1.0,0.0,1.0,43.0,1.0,225.0,330.0,2.0,0.0,Normal,2.0,0.643,0.34
4000 Liege,Apartment,Apartment,235000,for sale,2.0,85.0,1.0,0.0,1.0,6.0,0.0,None,None,2.0,0.0,Normal,1.0,0.985,0.075
1740 Ternat,House,Residence,427818,for sale,3.0,162.0,None,None,None,None,None,None,256.0,3.0,None,New,2.0,1.4,0.364
9300 Aalst,Apartment,Apartment,850000,for sale,9.0,730.0,None,0.0,0.0,None,0.0,None,None,None,None,Normal,1.0,0.893,0.227
1000 Brussels,Apartment,Apartment,599000,for sale,2.0,141.0,None,None,0.0,None,0.0,None,None,2.0,None,None,None,0.34,0.08
6200 Châtelet,House,Residence,299000,for sale,5.0,232.0,1.0,None,1.0,None,1.0,110.0,260.0,2.0,0.0,Normal,2.0,1.3,0.122
2500 Lier,House,Residence,270000,for sale,3.0,129.0,None,0.0,1.0,23.0,0.0,None,77.0,2.0,None,Normal,None,3.2,0.105
7370 Wihéries,House,Residence,80000,for sale,3.0,117.0,None,0.0,1.0,None,1.0,None,1050.0,3.0,None,To be renovated,1.0,4.7,0.158
5600 Roly,House,Residence,198000,for sale,2.0,100.0,None,None,1.0,22.0,1.0,2500.0,2644.0,4.0,None,None,None,5.0,None
4160 Anthisnes,House,Residence,599000,for sale,6.0,300.0,None,0.0,1.0,60.0,1.0,9883.0,10053.0,4.0,0.0,Excellent,2.0,4.1,0.617
2300 Turnhout,Apartment,Apartment,189000,for sale,3.0,155.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,0.302,0.086
1150 Sint-Pieters-Woluwe,Apartment,Apartment,1100000,for sale,3.0,270.0,None,0.0,1.0,36.0,0.0,None,None,2.0,None,None,3.0,2.5,0.37
2490 Balen,House,Residence,285000,for sale,4.0,215.0,None,0.0,1.0,None,1.0,None,639.0,3.0,None,Normal,2.0,0.814,0.16
5640 Biesme,House,Residence,149000,for sale,4.0,287.0,None,0.0,0.0,None,1.0,None,619.0,3.0,None,To be renovated,1.0,None,0.289
8301 Heist,Apartment,Apartment,297000,for sale,2.0,81.0,None,0.0,1.0,4.0,0.0,None,None,2.0,None,Normal,1.0,0.504,None
8880 Ledegem,House,Residence,215000,for sale,2.0,115.0,None,None,1.0,20.0,1.0,None,240.0,2.0,None,Excellent,None,7.8,0.342
4100 Seraing,House,Residence,185000,for sale,2.0,112.0,1.0,0.0,1.0,None,0.0,None,183.0,2.0,0.0,Normal,None,2.5,0.11
1790 Affligem,House,Residence,549000,for sale,4.0,213.0,1.0,0.0,1.0,None,1.0,None,299.0,3.0,None,New,2.0,1.7,0.341
1180 Ukkel,House,Residence,325000,in public sale,2.0,None,None,None,0.0,None,0.0,None,230.0,None,None,None,None,0.91,0.536
3945 Ham,House,Residence,215000,for sale,3.0,None,None,None,0.0,None,1.0,None,607.0,None,None,To be renovated,None,7.3,0.528
1300 Wavre,House,Residence,295000,for sale,3.0,120.0,1.0,0.0,1.0,12.0,1.0,100.0,314.0,2.0,0.0,To be renovated,2.0,0.927,0.281
8791 Beveren-Leie,House,Residence,315000,for sale,3.0,180.0,1.0,0.0,1.0,None,1.0,400.0,715.0,3.0,0.0,Normal,2.0,3.0,1.6
1540 Herne,House,Residence,340000,for sale,3.0,176.0,None,0.0,1.0,None,1.0,None,295.0,2.0,None,Normal,2.0,3.6,0.976
7080 Eugies,House,Residence,140000,for sale,3.0,200.0,None,None,1.0,None,1.0,200.0,None,3.0,None,None,None,2.9,0.165
1170 Watermaal-Bosvoorde,Apartment,Apartment,920000,for sale,3.0,250.0,None,None,1.0,70.0,1.0,150.0,None,3.0,None,None,None,1.1,0.101
6000 Charleroi,House,Residence,210000,for sale,5.0,160.0,None,None,None,None,0.0,None,None,2.0,None,None,None,1.1,0.145
1150 Sint-Pieters-Woluwe,House,Residence,1150000,for sale,6.0,295.0,1.0,0.0,1.0,6.0,1.0,250.0,449.0,3.0,None,Normal,3.0,1.6,0.539
9800 Deinze,House,Residence,378001,for sale,3.0,156.0,1.0,0.0,0.0,None,1.0,None,303.0,3.0,0.0,New,2.0,3.9,1.9
1082 Berchem-Sainte-Agathe,Apartment,Apartment,264750,for sale,1.0,72.0,1.0,0.0,1.0,None,1.0,None,None,None,None,New,None,0.9,0.197
1040 Etterbeek,Apartment,Apartment,269000,for sale,2.0,66.0,None,0.0,1.0,None,0.0,None,None,None,None,Normal,None,1.1,0.35
None,Apartment,Apartment,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3582 Koersel,House,Residence,849000,for sale,5.0,904.0,None,None,0.0,None,1.0,None,1770.0,4.0,1.0,To be renovated,5.0,3.8,1.4
1370 Jodoigne,Apartment,Ground Floor,373185,for sale,3.0,117.0,None,None,1.0,27.0,1.0,None,None,None,None,New,None,None,0.238
1140 Evere,House,Residence,550000,for sale,2.0,177.0,None,0.0,0.0,None,0.0,None,None,None,None,To be renovated,1.0,1.0,0.677
3550 Heusden-Zolder,House,Residence,215000,for sale,None,164.0,None,0.0,0.0,None,1.0,None,1131.0,4.0,None,To be renovated,None,1.8,0.995
8660 De Panne,Apartment,Apartment,108000,for sale,1.0,38.0,None,0.0,1.0,None,0.0,None,None,None,None,Normal,None,7.2,None
2800 Mechelen,Apartment,Apartment,185000,for sale,1.0,50.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,0.48,0.221
4802 Heusy,Apartment,Apartment,249000,for sale,3.0,105.0,1.0,0.0,1.0,9.0,0.0,None,None,4.0,0.0,Normal,1.0,2.2,0.438
7900 Leuze-en-Hainaut,House,Mixed Building,600000,for sale,7.0,None,1.0,None,None,None,None,None,259.0,2.0,None,Normal,None,0.809,0.52
4032 Chênée,House,Residence,175000,for sale,2.0,78.0,1.0,0.0,1.0,7.0,1.0,58.0,114.0,2.0,0.0,Normal,2.0,1.0,0.147
4000 Liege,House,Residence,119000,for sale,3.0,120.0,1.0,0.0,0.0,None,1.0,52.0,145.0,2.0,0.0,None,2.0,1.7,0.188
1300 Wavre,Apartment,Apartment,220000,for sale,1.0,50.0,1.0,0.0,1.0,4.0,0.0,None,None,None,None,Excellent,1.0,1.7,0.205
1300 Wavre,House,Residence,375000,for sale,3.0,134.0,1.0,0.0,1.0,39.0,1.0,411.0,497.0,2.0,None,Normal,2.0,0.794,0.009
1000 Brussels,Apartment,Apartment,725000,for sale,2.0,114.0,None,None,1.0,13.0,1.0,None,None,2.0,None,New,4.0,0.989,0.284
8904 Boezinge,House,Residence,199000,for sale,3.0,None,None,None,0.0,None,1.0,None,515.0,3.0,None,None,None,5.5,0.521
1000 Brussels,Apartment,Studio,385000,for sale,0.0,52.0,1.0,0.0,1.0,8.0,1.0,None,None,None,0.0,New,1.0,1.0,0.149
2520 Emblem,House,Residence,459000,for sale,3.0,179.0,None,0.0,1.0,15.0,1.0,334.0,502.0,3.0,None,New,2.0,2.3,0.894
1330 Rixensart,House,Villa,1100000,for sale,3.0,350.0,None,0.0,1.0,None,1.0,4000.0,4763.0,4.0,1.0,None,4.0,0.245,0.389
1930 Zaventem,Apartment,Apartment,325000,for sale,2.0,107.0,None,0.0,1.0,6.0,0.0,None,None,2.0,None,New,1.0,0.728,0.343
4000 Liege,House,Residence,199000,for sale,4.0,113.0,1.0,0.0,1.0,20.0,None,None,75.0,2.0,0.0,Normal,2.0,0.7,0.178
2870 Puurs-Sint-Amands,House,Residence,680000,for sale,5.0,242.0,None,None,0.0,None,0.0,None,231.0,2.0,None,None,2.0,0.419,0.322
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,887500,for sale,2.0,132.0,None,None,1.0,18.0,0.0,None,None,2.0,None,New,4.0,3.0,0.271
8660 De Panne,Apartment,Apartment,129000,for sale,1.0,43.0,None,None,0.0,None,0.0,None,None,None,None,Fully renovated,None,3.0,0.27
1040 Etterbeek,House,Mixed Building,645000,for sale,4.0,251.0,None,0.0,0.0,None,0.0,None,251.0,2.0,0.0,To renovate,4.0,0.871,0.133
7090 Braine-le-Comte,House,Residence,249000,for sale,3.0,150.0,None,None,0.0,None,1.0,277.0,549.0,None,None,To be renovated,None,4.2,0.055
7500 Tournai,House,Mixed Building,259500,for sale,None,230.0,None,None,0.0,None,None,None,200.0,3.0,0.0,Normal,2.0,1.2,0.187
7900 Leuze-en-Hainaut,House,Residence,125000,for sale,4.0,217.0,None,0.0,1.0,18.0,0.0,None,130.0,2.0,None,To be renovated,1.0,0.392,0.211
8530 Harelbeke,House,Residence,430256,for sale,3.0,160.0,1.0,0.0,1.0,None,1.0,None,234.0,2.0,0.0,New,2.0,1.9,0.182
4870 Trooz,House,Residence,59000,for sale,3.0,142.0,None,0.0,1.0,None,1.0,None,373.0,3.0,0.0,To be renovated,None,0.65,0.19
7100 Haine-Saint-Paul,House,Residence,79999,for sale,1.0,146.0,None,0.0,1.0,None,1.0,None,130.0,2.0,0.0,To be renovated,None,2.8,0.266
1080 Sint-Jans-Molenbeek,Apartment,Apartment,159000,for sale,1.0,60.0,None,0.0,0.0,None,0.0,None,None,4.0,0.0,Normal,1.0,1.2,0.202
4041 Vottem,House,Residence,194900,for sale,4.0,105.0,None,0.0,1.0,None,1.0,260.0,244.0,3.0,None,To be renovated,1.0,2.7,0.171
2830 Willebroek,House,Residence,206000,for sale,3.0,139.0,None,0.0,0.0,None,0.0,None,120.0,3.0,None,To be renovated,1.0,2.8,0.328
1640 Sint-Genesius-Rode,House,Villa,1650000,for sale,4.0,361.0,1.0,0.0,1.0,100.0,1.0,2740.0,3000.0,4.0,1.0,Normal,3.0,0.557,0.202
1050 Elsene,Apartment,Studio,156000,for sale,None,13.0,1.0,None,0.0,None,None,None,None,4.0,0.0,New,1.0,1.2,0.039
5190 Jemeppe-Sur-Sambre,House,Residence,219000,for sale,3.0,211.0,1.0,0.0,1.0,None,1.0,338.0,503.0,2.0,0.0,Normal,2.0,1.3,0.08
7500 Tournai,House,Mixed Building,390000,for sale,2.0,206.0,None,0.0,0.0,None,0.0,None,102.0,2.0,None,Normal,2.0,1.3,0.078
8380 Zeebrugge,Apartment,Penthouse,750000,for sale,3.0,202.0,1.0,1.0,1.0,60.0,0.0,None,None,2.0,None,Excellent,2.0,1.9,None
None,House,Residence,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
9000 Gent,Apartment,Apartment,399000,for sale,3.0,113.0,1.0,0.0,1.0,14.0,None,None,None,2.0,0.0,New,1.0,2.0,0.187
1480 Tubize,Apartment,Loft,269000,for sale,2.0,85.0,None,0.0,1.0,52.0,1.0,None,None,2.0,None,None,1.0,0.527,0.016
4851 Gemmenich,House,Residence,449968,for sale,4.0,130.0,None,None,1.0,None,1.0,508.0,None,None,None,None,None,6.9,0.227
8480 Ichtegem,House,Residence,352000,for sale,4.0,179.0,None,None,1.0,None,1.0,None,206.0,3.0,0.0,New,None,8.4,0.032
9300 Aalst,Apartment,Apartment,285000,for sale,2.0,86.0,None,0.0,0.0,None,0.0,None,None,None,None,Excellent,1.0,1.3,0.263
3391 Meensel-Kiezegem,House,Residence,383300,for sale,3.0,161.0,None,0.0,0.0,None,1.0,600.0,600.0,None,None,Normal,None,10.6,0.263
8434 Westende,Apartment,Apartment,485000,for sale,3.0,186.0,None,None,1.0,None,1.0,None,None,3.0,None,New,2.0,None,0.757
9870 Zulte,House,Residence,398000,for sale,4.0,210.0,1.0,0.0,1.0,18.0,1.0,76.0,187.0,2.0,None,Normal,2.0,6.1,0.891
2110 Wijnegem,Apartment,Loft,667000,for sale,3.0,272.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Excellent,2.0,6.9,0.126
4690 Bassenge,House,Residence,230000,for sale,2.0,111.0,1.0,None,None,None,1.0,None,None,2.0,None,Fully renovated,1.0,4.6,0.062
7760 Celles,Apartment,Duplex,285000,for sale,3.0,125.0,1.0,None,1.0,None,0.0,None,None,4.0,None,Excellent,1.0,None,0.326
4130 Esneux,Apartment,Penthouse,350000,for sale,2.0,130.0,1.0,None,1.0,None,None,None,None,None,None,Normal,2.0,0.473,0.486
8301 Duinbergen,Apartment,Apartment,599000,for sale,2.0,84.0,None,None,1.0,None,0.0,None,None,2.0,None,None,None,1.4,0.57
4920 Aywaille,House,Bungalow,259000,for sale,1.0,50.0,1.0,0.0,1.0,10.0,1.0,1997.0,2445.0,4.0,0.0,To renovate,1.0,8.3,0.47
4040 Herstal,House,Mixed Building,139000,for sale,2.0,127.0,1.0,0.0,0.0,None,1.0,None,435.0,2.0,0.0,To be renovated,None,2.0,0.034
1060 Sint-Gillis,Apartment,Duplex,385000,for sale,2.0,110.0,None,None,None,None,None,None,None,2.0,None,Normal,None,0.786,0.177
2400 Mol,Apartment,Apartment,270000,for sale,1.0,62.0,None,0.0,1.0,39.0,0.0,None,None,2.0,None,Excellent,1.0,3.0,0.189
9300 Aalst,House,Residence,418310,for sale,3.0,132.0,None,None,1.0,15.0,1.0,14.0,132.0,2.0,None,New,None,0.722,0.259
8500 Kortrijk,Apartment,Apartment,190000,for sale,1.0,59.0,1.0,None,1.0,6.0,None,None,None,2.0,None,New,1.0,0.713,0.08
6010 Couillet,House,Residence,100000,in public sale,3.0,None,None,None,0.0,None,1.0,None,110.0,2.0,None,Normal,1.0,0.639,0.15
6950 Nassogne,Apartment,Apartment,89000,for sale,1.0,34.0,1.0,0.0,1.0,4.0,1.0,None,None,None,None,Normal,1.0,6.3,0.474
8660 De Panne,Apartment,Apartment,320000,for sale,2.0,83.0,None,None,1.0,None,0.0,None,None,None,None,None,None,3.1,0.219
2030 Antwerp,House,Residence,175000,for sale,2.0,200.0,None,0.0,0.0,None,0.0,None,None,None,None,Normal,None,1.0,0.357
9910 Knesselare,House,Residence,198000,for sale,1.0,86.0,None,0.0,0.0,None,0.0,None,340.0,None,None,None,1.0,4.8,0.599
3582 Koersel,House,Residence,185000,for sale,3.0,150.0,1.0,0.0,1.0,15.0,0.0,None,198.0,3.0,None,To be renovated,1.0,2.3,0.191
5570 Winenne,House,Residence,149000,for sale,5.0,150.0,None,0.0,1.0,20.0,1.0,250.0,None,None,None,To be renovated,1.0,6.4,0.218
9800 Deinze,House,Residence,363000,for sale,3.0,179.0,1.0,0.0,0.0,None,1.0,None,284.0,2.0,0.0,New,2.0,3.2,0.614
4051 Vaux-sous-Chèvremont,House,Residence,229000,for sale,4.0,170.0,1.0,0.0,1.0,13.0,1.0,79.0,216.0,2.0,0.0,Normal,1.0,1.8,0.19
1050 Elsene,Apartment,Penthouse,595000,for sale,2.0,92.0,1.0,0.0,1.0,6.0,1.0,None,None,2.0,0.0,New,1.0,0.234,0.141
2430 Laakdal,Apartment,Apartment,248000,for sale,2.0,77.0,None,None,1.0,90.0,1.0,None,None,None,None,Excellent,1.0,9.9,0.193
1190 Vorst,Apartment,Apartment,550000,for sale,2.0,130.0,None,None,None,None,1.0,None,None,None,None,Normal,None,1.5,0.143
7500 Tournai,Apartment,Apartment,153000,for sale,2.0,80.0,None,0.0,1.0,None,0.0,None,None,None,None,None,1.0,1.4,0.066
9100 Sint-Niklaas,House,Residence,455000,for sale,5.0,245.0,None,0.0,1.0,None,0.0,None,110.0,3.0,None,To be renovated,None,1.7,0.281
1410 Waterloo,House,Residence,525000,for sale,3.0,181.0,1.0,0.0,1.0,None,1.0,150.0,217.0,2.0,0.0,Normal,2.0,1.6,0.267
1910 Kampenhout,House,Residence,485000,for sale,3.0,150.0,None,0.0,0.0,None,0.0,None,None,None,None,New,1.0,3.3,0.082
2300 Turnhout,Apartment,Apartment,192000,for sale,1.0,61.0,None,0.0,1.0,6.0,0.0,None,None,3.0,None,New,1.0,1.3,0.167
8211 Aartrijke,Apartment,Apartment,295000,for sale,2.0,88.0,None,None,1.0,None,0.0,None,None,None,None,None,1.0,5.7,0.243
5660 Couvin,House,Residence,70000,for sale,2.0,81.0,None,None,1.0,21.0,1.0,139.0,209.0,2.0,None,Normal,1.0,0.706,0.153
2490 Balen,House,Residence,455000,for sale,3.0,200.0,None,0.0,0.0,None,1.0,None,522.0,4.0,None,New,None,5.4,1.4
7782 Ploegsteert,House,Residence,185000,for sale,2.0,110.0,None,0.0,0.0,None,1.0,None,281.0,2.0,None,None,1.0,10.9,1.5
9260 Wichelen,House,Residence,308000,for sale,2.0,130.0,None,None,1.0,None,1.0,None,322.0,2.0,None,Normal,None,1.2,0.5
1430 Rebecq,House,Residence,449000,for sale,4.0,260.0,1.0,0.0,1.0,35.0,1.0,450.0,831.0,3.0,0.0,To be renovated,None,5.9,0.125
1070 Anderlecht,House,Residence,435000,for sale,4.0,160.0,1.0,0.0,1.0,20.0,1.0,50.0,119.0,2.0,0.0,Normal,2.0,0.674,0.254
1745 Opwijk,House,Residence,445000,for sale,3.0,164.0,None,None,0.0,None,1.0,None,725.0,3.0,None,New,2.0,3.4,0.214
5300 Andenne,House,Residence,370686,for sale,3.0,158.0,None,None,None,None,1.0,None,1615.0,4.0,None,New,2.0,3.3,1.9
1080 Sint-Jans-Molenbeek,House,Mixed Building,450000,for sale,6.0,246.0,1.0,0.0,0.0,None,1.0,None,None,2.0,None,To be renovated,None,1.1,0.087
4624 Romsée,House,Residence,170000,for sale,3.0,None,None,None,0.0,None,0.0,None,132.0,3.0,None,To be renovated,1.0,4.5,0.017
4537 Verlaine,House,Residence,239000,for sale,3.0,325.0,None,None,1.0,48.0,1.0,859.0,987.0,3.0,0.0,To renovate,1.0,8.3,0.252
1170 Watermaal-Bosvoorde,House,Residence,1465000,for sale,4.0,300.0,None,None,1.0,52.0,1.0,472.0,633.0,3.0,None,New,6.0,0.78,0.628
6997 Érezée,House,Residence,219000,for sale,3.0,175.0,1.0,0.0,1.0,None,1.0,None,580.0,2.0,0.0,To renovate,2.0,5.8,0.001
3000 Leuven,House,Residence,392500,for sale,2.0,70.0,1.0,0.0,1.0,6.0,0.0,None,32.0,2.0,0.0,Excellent,1.0,2.4,0.492
8660 De Panne,House,Villa,369000,for sale,4.0,165.0,None,None,1.0,None,1.0,None,170.0,None,None,Excellent,None,2.5,0.291
4630 Soumagne,Apartment,Apartment,160000,for sale,1.0,50.0,None,0.0,1.0,15.0,1.0,50.0,None,None,0.0,Normal,1.0,6.7,0.118
7700 Mouscron,House,Residence,600000,for sale,4.0,349.0,None,0.0,1.0,75.0,1.0,800.0,1474.0,4.0,None,Normal,2.0,0.969,0.108
7090 Braine-le-Comte,House,Residence,149000,for sale,2.0,80.0,None,0.0,0.0,None,0.0,None,305.0,2.0,None,To be renovated,1.0,0.91,0.056
1090 Jette,Apartment,Apartment,250000,for sale,2.0,116.0,None,0.0,1.0,None,0.0,None,None,2.0,None,To be renovated,1.0,0.604,0.499
5580 Rochefort,House,Residence,395000,for sale,3.0,184.0,1.0,0.0,1.0,19.0,1.0,1134.0,1134.0,4.0,0.0,Normal,2.0,4.7,1.5
8000 Brugge,House,Residence,475000,for sale,6.0,323.0,None,0.0,0.0,None,1.0,None,180.0,2.0,None,To be renovated,2.0,2.2,0.315
6880 Bertrix,House,Residence,329000,for sale,4.0,182.0,1.0,0.0,1.0,8.0,1.0,25.0,205.0,4.0,0.0,Excellent,2.0,0.833,0.303
2000 Antwerp,Apartment,Apartment,989000,for sale,2.0,124.0,1.0,None,1.0,None,0.0,None,None,None,None,None,2.0,1.4,0.968
9420 Erpe-Mere,House,Residence,539000,for sale,3.0,172.0,1.0,0.0,0.0,None,1.0,240.0,None,None,None,New,2.0,2.5,0.66
4680 Oupeye,House,Residence,319000,for sale,3.0,146.0,1.0,0.0,1.0,25.0,1.0,205.0,341.0,2.0,0.0,Normal,2.0,3.4,0.058
9401 Pollare,House,Residence,499000,for sale,4.0,240.0,1.0,None,1.0,65.0,1.0,715.0,1110.0,4.0,None,Normal,2.0,1.8,2.7
8434 Westende,House,Residence,495000,for sale,3.0,186.0,None,None,1.0,None,1.0,None,436.0,3.0,None,New,2.0,None,0.757
7500 Tournai,Apartment,Studio,99000,for sale,1.0,50.0,1.0,None,0.0,None,0.0,None,None,2.0,0.0,Normal,1.0,1.4,0.066
8780 Oostrozebeke,Apartment,Duplex,149000,for sale,2.0,77.0,None,None,1.0,5.0,0.0,None,None,None,None,Normal,None,6.1,0.27
9200 Dendermonde,House,Residence,230000,for sale,3.0,105.0,None,None,1.0,17.0,1.0,40.0,173.0,None,None,To be renovated,None,1.6,0.341
8900 Ieper,Apartment,Apartment,None,for sale,2.0,95.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,2.0,1.8,0.395
