locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km,price_per_m2,postal_code,region,outlier_flag,avg_price_locality,building_state_encoded
7500 Tournai,House,Residence,119000.0,for sale,2.0,109.0,0.0,0.0,0.0,0.0,1.0,52.0,120.0,2.0,0.0,To be renovated,1.0,2.7,0.123,1091.74,7500,Wallonia,False,319536.1,4.0
2220 Heist-op-den-Berg,House,Villa,710000.0,for sale,4.0,368.0,0.0,,1.0,,1.0,,636.0,4.0,0.0,,2.0,2.1,2.1,1929.35,2220,Flanders,False,447327.6,
4520 Wanze,House,Residence,70000.0,for sale,2.0,141.0,0.0,,0.0,0.0,1.0,,1340.0,3.0,0.0,,,3.0,1.4,496.45,4520,Wallonia,False,227250.0,
3582 Koersel,House,Residence,379000.0,for sale,4.0,136.0,1.0,,1.0,,1.0,,404.0,4.0,0.0,New,2.0,1.8,0.438,2786.76,3582,Flanders,False,423372.1,9.0
1470 Genappe,House,Mixed Building,245000.0,for sale,3.0,260.0,1.0,,0.0,0.0,0.0,0.0,129.0,3.0,0.0,To be renovated,2.0,7.2,0.162,942.31,1470,Wallonia,False,431034.5,4.0
9470 Denderleeuw,Apartment,Apartment,249000.0,for sale,2.0,98.0,1.0,0.0,1.0,,0.0,0.0,,2.0,0.0,Excellent,1.0,0.392,0.225,2540.82,9470,Flanders,False,345418.8,8.0
2830 Willebroek,Apartment,Apartment,289000.0,for sale,3.0,122.0,0.0,0.0,1.0,,0.0,0.0,,3.0,0.0,,1.0,0.103,0.214,2368.85,2830,Flanders,False,349695.6,
2400 Mol,House,Villa,494282.0,for sale,3.0,190.0,0.0,0.0,1.0,,1.0,,518.0,3.0,0.0,New,2.0,5.6,2.9,2601.48,2400,Flanders,False,339438.0,9.0
7180 Seneffe,House,Residence,319000.0,for sale,4.0,220.0,0.0,,1.0,15.0,1.0,,110.0,2.0,0.0,,2.0,4.7,0.607,1450.0,7180,Wallonia,False,350416.7,
5530 Yvoir,Apartment,Apartment,300000.0,for sale,2.0,84.0,0.0,0.0,1.0,796.0,0.0,0.0,,,0.0,New,1.0,0.625,0.247,3571.43,5530,Wallonia,False,265708.3,9.0
1040 Etterbeek,Apartment,Apartment,295000.0,for sale,1.0,54.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,Excellent,,0.871,0.133,5462.96,1040,Brussels,False,614344.9,8.0
1410 Waterloo,House,Villa,1850000.0,for sale,6.0,670.0,1.0,,1.0,,1.0,,2439.0,4.0,1.0,Excellent,6.0,1.6,0.267,2761.19,1410,Wallonia,False,657170.0,8.0
1730 Asse,House,Residence,619000.0,for sale,3.0,277.0,1.0,0.0,1.0,27.0,1.0,1450.0,1606.0,4.0,0.0,Excellent,2.0,3.0,1.2,2234.66,1730,Flanders,False,441194.8,8.0
8300 Knokke-Heist,Apartment,Apartment,565000.0,for sale,2.0,55.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,1.1,0.064,10272.73,8300,Flanders,False,831393.9,
4800 Verviers,House,Residence,224000.0,for sale,5.0,182.0,0.0,0.0,1.0,,1.0,100.0,,2.0,0.0,To be renovated,2.0,1.2,0.035,1230.77,4800,Wallonia,False,224096.8,4.0
1180 Ukkel,Apartment,Apartment,495000.0,for sale,2.0,101.0,0.0,,1.0,12.0,0.0,0.0,,2.0,0.0,New,3.0,1.5,0.65,4900.99,1180,Brussels,False,789638.4,9.0
5100 Dave,Apartment,Apartment,289000.0,for sale,2.0,91.0,1.0,0.0,1.0,,0.0,0.0,,2.0,0.0,Normal,,1.4,0.394,3175.82,5100,Wallonia,False,334000.0,5.0
2000 Antwerp,Apartment,Apartment,369000.0,for sale,2.0,115.0,0.0,,1.0,4.0,0.0,0.0,,,0.0,,2.0,1.0,0.051,3208.7,2000,Flanders,False,471736.7,
2640 Mortsel,House,Residence,390000.0,for sale,3.0,158.0,0.0,0.0,1.0,19.0,0.0,0.0,,,0.0,New,2.0,0.647,0.467,2468.35,2640,Flanders,False,360119.6,9.0
2830 Willebroek,Apartment,Apartment,250000.0,for sale,3.0,86.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,Excellent,1.0,0.601,0.554,2906.98,2830,Flanders,False,349695.6,8.0
7850 Enghien,House,Residence,438686.0,for sale,3.0,158.0,0.0,,0.0,0.0,1.0,,1324.0,4.0,0.0,New,2.0,0.533,0.124,2776.49,7850,Wallonia,False,425591.8,9.0
8450 Bredene,Apartment,Apartment,399000.0,for sale,3.0,105.0,0.0,,1.0,,1.0,,,2.0,0.0,Excellent,1.0,3.8,0.067,3800.0,8450,Flanders,False,301190.0,8.0
6200 Châtelet,House,Villa,420000.0,for sale,3.0,368.0,1.0,0.0,1.0,23.0,1.0,800.0,1012.0,4.0,0.0,Normal,,1.6,0.324,1141.3,6200,Wallonia,False,201066.6,5.0
3550 Heusden-Zolder,Apartment,Apartment,318000.0,for sale,3.0,95.0,0.0,0.0,1.0,22.0,1.0,75.0,,2.0,0.0,Excellent,1.0,0.687,0.249,3347.37,3550,Flanders,False,393598.2,8.0
4990 Lierneux,House,Residence,219000.0,for sale,3.0,130.0,0.0,0.0,1.0,,1.0,,840.0,4.0,0.0,Under construction,,5.1,0.023,1684.62,4990,Wallonia,False,313000.0,6.0
1120 Neder-Over-Heembeek,Apartment,Penthouse,275000.0,for sale,3.0,94.0,1.0,0.0,1.0,40.0,0.0,0.0,,3.0,0.0,,1.0,2.5,0.129,2925.53,1120,Brussels,False,377740.5,
2560 Nijlen,House,Residence,720840.0,for sale,4.0,299.0,0.0,,0.0,0.0,0.0,0.0,1879.0,4.0,0.0,New,2.0,0.185,0.124,2410.84,2560,Flanders,False,427216.0,9.0
1140 Evere,Apartment,Penthouse,545000.0,for sale,3.0,125.0,0.0,0.0,1.0,63.0,0.0,0.0,,2.0,0.0,New,2.0,1.0,0.677,4360.0,1140,Brussels,False,358190.1,9.0
3650 Dilsen-Stokkem,Apartment,Apartment,268642.0,for sale,2.0,92.0,1.0,,1.0,14.0,1.0,,,,0.0,New,,,0.924,2920.02,3650,Flanders,False,349717.1,9.0
4400 Ivoz-Ramet,House,Residence,85000.0,in public sale,2.0,98.0,0.0,,0.0,0.0,0.0,0.0,545.0,,0.0,To be renovated,,2.0,0.66,867.35,4400,Wallonia,False,174400.0,4.0
1150 Sint-Pieters-Woluwe,House,Residence,990000.0,for sale,5.0,256.0,0.0,0.0,1.0,25.0,1.0,,600.0,3.0,0.0,Normal,,3.6,0.596,3867.19,1150,Brussels,False,848242.8,5.0
4102 Ougrée,House,Residence,179000.0,for sale,2.0,110.0,0.0,,1.0,,1.0,30.0,105.0,,0.0,To renovate,,1.5,0.165,1627.27,4102,Wallonia,False,158710.0,3.0
1000 Brussels,Apartment,Apartment,675000.0,for sale,2.0,181.0,0.0,,1.0,4.0,0.0,0.0,,2.0,0.0,,,0.34,0.08,3729.28,1000,Brussels,False,579597.5,
3800 Sint-Truiden,Apartment,Apartment,299000.0,for sale,2.0,115.0,0.0,,1.0,,0.0,0.0,,,0.0,,,0.464,0.16,2600.0,3800,Flanders,False,435700.0,
2200 Herentals,Apartment,Ground Floor,225000.0,for sale,3.0,109.0,0.0,0.0,1.0,,0.0,0.0,,3.0,0.0,To be renovated,1.0,0.893,0.238,2064.22,2200,Flanders,False,352120.2,4.0
8420 De Haan,House,Residence,195000.0,for sale,2.0,144.0,0.0,,0.0,0.0,1.0,,120.0,,0.0,To be renovated,1.0,10.5,,1354.17,8420,Flanders,False,391789.1,4.0
2800 Mechelen,House,Master House,555000.0,for sale,5.0,270.0,0.0,,1.0,,1.0,,179.0,,0.0,To be renovated,,0.728,0.225,2055.56,2800,Flanders,False,424729.4,4.0
9470 Denderleeuw,House,Villa,519000.0,for sale,4.0,204.0,1.0,,1.0,45.0,1.0,1656.0,1918.0,4.0,0.0,Normal,2.0,1.1,1.0,2544.12,9470,Flanders,False,345418.8,5.0
8470 Gistel,House,Residence,347000.0,for sale,4.0,132.0,1.0,,1.0,,1.0,,211.0,3.0,0.0,New,1.0,10.2,0.133,2628.79,8470,Flanders,False,392093.8,9.0
8660 De Panne,Apartment,Penthouse,599000.0,for sale,2.0,124.0,0.0,,1.0,,0.0,0.0,,2.0,0.0,New,1.0,2.9,0.163,4830.65,8660,Flanders,False,320678.7,9.0
8670 Sint-Idesbald,House,Villa,1850000.0,for sale,5.0,401.0,0.0,,1.0,86.0,1.0,,1544.0,,0.0,Excellent,4.0,3.5,1.2,4613.47,8670,Flanders,False,580564.5,8.0
6000 Charleroi,House,Residence,360000.0,for sale,4.0,277.0,0.0,0.0,1.0,,1.0,125.0,125.0,2.0,0.0,Normal,3.0,1.2,0.266,1299.64,6000,Wallonia,False,198514.2,5.0
2490 Balen,House,Residence,649000.0,for sale,3.0,252.0,0.0,,1.0,,1.0,,550.0,4.0,0.0,,,6.8,1.4,2575.4,2490,Flanders,False,348622.6,
9000 Gent,Apartment,Apartment,450000.0,for sale,2.0,107.0,0.0,,1.0,,0.0,0.0,,,0.0,,1.0,1.9,0.096,4205.61,9000,Flanders,False,455712.0,
9500 Geraardsbergen,Apartment,Apartment,219000.0,for sale,1.0,60.0,1.0,0.0,1.0,7.0,0.0,0.0,,3.0,0.0,New,1.0,0.612,0.511,3650.0,9500,Flanders,False,349010.6,9.0
6590 Momignies,House,Residence,45000.0,for sale,6.0,181.0,0.0,0.0,0.0,0.0,1.0,,,4.0,0.0,To be renovated,2.0,,0.845,248.62,6590,Wallonia,False,190290.0,4.0
1180 Ukkel,Apartment,Apartment,215000.0,for sale,1.0,44.0,0.0,0.0,1.0,37.0,0.0,0.0,,,0.0,Normal,1.0,0.847,0.137,4886.36,1180,Brussels,False,789638.4,5.0
6820 Florenville,House,Residence,78000.0,for sale,2.0,120.0,0.0,,0.0,0.0,1.0,,515.0,,0.0,To be renovated,,,0.188,650.0,6820,Wallonia,False,193766.7,4.0
7600 Péruwelz,House,Residence,320000.0,for sale,3.0,181.0,0.0,0.0,1.0,28.0,1.0,853.0,853.0,3.0,0.0,New,2.0,1.7,0.261,1767.96,7600,Wallonia,False,247208.3,9.0
4837 Baelen,Apartment,Apartment,335000.0,for sale,3.0,121.0,1.0,0.0,1.0,7.0,0.0,0.0,,,0.0,Excellent,1.0,3.8,0.498,2768.6,4837,Wallonia,False,356633.3,8.0
7700 Mouscron,Apartment,Penthouse,599000.0,for sale,4.0,315.0,0.0,0.0,1.0,,0.0,0.0,,4.0,0.0,Normal,,0.969,0.108,1901.59,7700,Wallonia,False,303413.9,5.0
5000 Namur,Apartment,Ground Floor,79000.0,for sale,1.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,To renovate,,0.796,0.155,1837.21,5000,Wallonia,False,342346.6,3.0
2830 Willebroek,Apartment,Apartment,309000.0,for sale,2.0,98.0,0.0,0.0,1.0,9.0,0.0,0.0,,,0.0,,1.0,1.2,0.308,3153.06,2830,Flanders,False,349695.6,
5060 Sambreville,Apartment,Apartment,155000.0,for sale,2.0,70.0,1.0,,1.0,,0.0,0.0,,4.0,0.0,Normal,1.0,0.811,0.189,2214.29,5060,Wallonia,False,188272.7,5.0
1070 Anderlecht,Apartment,Apartment,149000.0,for sale,1.0,68.0,0.0,0.0,1.0,13.0,0.0,0.0,,2.0,0.0,To be renovated,1.0,1.8,0.343,2191.18,1070,Brussels,False,311250.8,4.0
2300 Turnhout,Apartment,Apartment,305000.0,for sale,2.0,90.0,0.0,0.0,1.0,43.0,0.0,0.0,,3.0,0.0,New,1.0,1.3,0.167,3388.89,2300,Flanders,False,297988.7,9.0
1070 Anderlecht,Apartment,Apartment,330000.0,for sale,2.0,92.0,0.0,0.0,1.0,14.0,0.0,0.0,,2.0,0.0,,1.0,2.7,0.393,3586.96,1070,Brussels,False,311250.8,
8790 Waregem,Apartment,Apartment,339000.0,for sale,2.0,86.0,1.0,0.0,1.0,,0.0,0.0,,,0.0,Excellent,1.0,1.4,0.473,3941.86,8790,Flanders,False,442892.9,8.0
1050 Elsene,Apartment,Studio,175000.0,for sale,0.0,32.0,1.0,,0.0,0.0,0.0,0.0,,2.0,0.0,To renovate,,1.3,0.5,5468.75,1050,Brussels,False,771126.3,3.0
8600 Diksmuide,Apartment,Penthouse,655000.0,for sale,3.0,149.0,0.0,,1.0,,1.0,,,2.0,0.0,New,1.0,0.916,0.375,4395.97,8600,Flanders,False,324906.2,9.0
9300 Aalst,House,Residence,329000.0,for sale,4.0,315.0,1.0,0.0,1.0,25.0,1.0,260.0,,,0.0,Normal,1.0,0.839,0.136,1044.44,9300,Flanders,False,360900.1,5.0
2560 Nijlen,Apartment,Apartment,389000.0,for sale,2.0,142.0,0.0,0.0,1.0,50.0,0.0,0.0,,3.0,0.0,Normal,2.0,0.219,0.218,2739.44,2560,Flanders,False,427216.0,5.0
1180 Ukkel,House,Residence,1000000.0,for sale,7.0,350.0,0.0,0.0,1.0,,1.0,150.0,300.0,3.0,0.0,To renovate,,1.2,0.414,2857.14,1180,Brussels,False,789638.4,3.0
6240 Farciennes,House,Residence,99000.0,for sale,3.0,120.0,1.0,0.0,1.0,10.0,1.0,,,2.0,0.0,To renovate,,0.76,0.277,825.0,6240,Wallonia,False,177247.5,3.0
7090 Braine-le-Comte,Apartment,Apartment,335900.0,for sale,3.0,122.0,0.0,,1.0,43.0,1.0,122.0,,4.0,0.0,,,0.472,0.274,2753.28,7090,Wallonia,False,338060.4,
9000 Gent,Apartment,Apartment,425000.0,for sale,2.0,97.0,0.0,,1.0,,0.0,0.0,,2.0,0.0,New,2.0,0.882,0.171,4381.44,9000,Flanders,False,455712.0,9.0
9200 Dendermonde,House,Residence,395000.0,for sale,5.0,223.0,1.0,,1.0,,1.0,,380.0,2.0,0.0,Normal,2.0,1.9,0.577,1771.3,9200,Flanders,False,321704.4,5.0
2500 Lier,House,Residence,265000.0,for sale,2.0,129.0,0.0,0.0,1.0,12.0,0.0,0.0,425.0,2.0,0.0,Normal,2.0,0.966,0.473,2054.26,2500,Flanders,False,305396.3,5.0
7730 Estaimpuis,House,Residence,315000.0,for sale,4.0,250.0,0.0,,1.0,60.0,1.0,526.0,,,0.0,,,6.0,1.2,1260.0,7730,Wallonia,False,369399.4,
7340 Pâturages,House,Residence,60000.0,for sale,3.0,103.0,0.0,0.0,0.0,0.0,1.0,,260.0,3.0,0.0,To be renovated,,5.7,0.165,582.52,7340,Wallonia,False,137142.9,4.0
1150 Sint-Pieters-Woluwe,House,Residence,1960000.0,for sale,5.0,450.0,1.0,0.0,1.0,30.0,1.0,600.0,629.0,4.0,0.0,New,5.0,3.9,0.521,4355.56,1150,Brussels,False,848242.8,9.0
1410 Waterloo,House,Villa,1495000.0,for sale,8.0,636.0,0.0,,1.0,200.0,1.0,,1360.0,4.0,1.0,Excellent,5.0,1.6,0.267,2350.63,1410,Wallonia,False,657170.0,8.0
3840 Borgloon,Apartment,Apartment,225000.0,for sale,3.0,124.0,0.0,,1.0,,0.0,0.0,,,0.0,,1.0,10.3,0.113,1814.52,3840,Flanders,False,360500.0,
2328 Meerle,Apartment,Ground Floor,295000.0,for sale,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,Normal,,7.5,0.073,2543.1,2328,Flanders,False,458333.3,5.0
9800 Deinze,House,Villa,717148.0,for sale,4.0,260.0,1.0,,1.0,,1.0,1250.0,1353.0,4.0,0.0,New,2.0,4.2,0.742,2758.26,9800,Flanders,False,413699.6,9.0
4630 Soumagne,House,Residence,219000.0,for sale,1.0,82.0,0.0,,1.0,30.0,0.0,0.0,130.0,3.0,0.0,,,5.4,0.074,2670.73,4630,Wallonia,False,275300.0,
4651 Battice,House,Cottage,450000.0,for sale,5.0,409.0,1.0,0.0,1.0,155.0,1.0,1225.0,1700.0,4.0,0.0,Normal,4.0,8.7,0.523,1100.24,4651,Wallonia,False,415800.0,5.0
6220 Fleurus,Apartment,Apartment,206500.0,for sale,2.0,78.0,0.0,0.0,1.0,9.0,0.0,0.0,,,0.0,New,1.0,3.3,0.231,2647.44,6220,Wallonia,False,219556.3,9.0
2220 Heist-op-den-Berg,House,Residence,535000.0,for sale,4.0,212.0,0.0,,1.0,,1.0,,829.0,,0.0,,1.0,3.3,0.089,2523.58,2220,Flanders,False,447327.6,
9050 Gentbrugge,House,Residence,554000.0,for sale,3.0,159.0,1.0,0.0,1.0,11.0,1.0,,169.0,2.0,0.0,New,2.0,1.5,0.241,3484.28,9050,Flanders,False,470867.9,9.0
8200 Sint-Andries,Apartment,Studio,119000.0,for sale,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Excellent,1.0,1.5,0.633,7000.0,8200,Flanders,False,422154.1,8.0
6040 Jumet,House,Villa,410000.0,for sale,3.0,307.0,0.0,0.0,1.0,,1.0,,1648.0,4.0,0.0,,2.0,1.3,0.042,1335.5,6040,Wallonia,False,197062.2,
2960 Brecht,House,Residence,189000.0,for sale,2.0,101.0,0.0,0.0,0.0,0.0,1.0,,375.0,3.0,0.0,To be renovated,,3.3,0.18,1871.29,2960,Flanders,False,467177.0,4.0
5190 Jemeppe-Sur-Sambre,House,Residence,392301.0,for sale,3.0,187.0,0.0,,0.0,0.0,0.0,0.0,957.0,4.0,0.0,New,2.0,3.1,0.081,2097.87,5190,Wallonia,False,308356.6,9.0
8400 Oostende,Apartment,Studio,149000.0,for sale,,38.0,0.0,1.0,1.0,3.0,0.0,0.0,,,0.0,Excellent,1.0,1.2,0.008,3921.05,8400,Flanders,False,319670.9,8.0
2830 Willebroek,Apartment,Apartment,195000.0,for sale,,100.0,0.0,,0.0,0.0,1.0,,,2.0,0.0,,1.0,0.857,0.002,1950.0,2830,Flanders,False,349695.6,
1790 Affligem,House,Residence,565000.0,for sale,5.0,292.0,0.0,,1.0,,1.0,,601.0,3.0,0.0,Excellent,,1.3,0.439,1934.93,1790,Flanders,False,450447.3,8.0
4460 Grâce-Hollogne,Apartment,Apartment,169000.0,for sale,1.0,61.0,0.0,0.0,1.0,4.0,0.0,0.0,,3.0,0.0,,1.0,3.4,0.093,2770.49,4460,Wallonia,False,262344.8,
1650 Beersel,House,Residence,409000.0,for sale,3.0,160.0,0.0,0.0,1.0,,1.0,,254.0,,0.0,Normal,2.0,1.1,0.123,2556.25,1650,Flanders,False,432958.4,5.0
4020 Liege,Apartment,Apartment,362000.0,for sale,2.0,117.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,New,,1.6,0.207,3094.02,4020,Wallonia,False,231801.7,9.0
9700 Mullem,House,Residence,375000.0,for sale,3.0,212.0,0.0,0.0,1.0,,1.0,,1084.0,4.0,0.0,Normal,1.0,2.6,1.4,1768.87,9700,Flanders,False,375000.0,5.0
1700 Dilbeek,House,Villa,870000.0,for sale,4.0,300.0,0.0,,1.0,50.0,1.0,3000.0,3039.0,4.0,0.0,,,3.6,0.097,2900.0,1700,Flanders,False,467733.4,
4960 Malmedy,Apartment,Apartment,129000.0,for sale,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,To renovate,1.0,,,2224.14,4960,Wallonia,False,321298.1,3.0
3900 Pelt,Apartment,Apartment,333000.0,for sale,2.0,99.0,0.0,,1.0,15.0,1.0,,,,0.0,New,,3.7,0.831,3363.64,3900,Flanders,False,325045.5,9.0
4500 Huy,House,Residence,395000.0,for sale,3.0,146.0,1.0,,1.0,,1.0,1175.0,1304.0,4.0,0.0,Normal,2.0,2.5,0.169,2705.48,4500,Wallonia,False,264925.4,5.0
6032 Mont-sur-Marchienne,Apartment,Apartment,245000.0,for sale,2.0,115.0,1.0,0.0,1.0,25.0,1.0,300.0,,2.0,0.0,,1.0,2.0,0.728,2130.43,6032,Wallonia,False,238537.5,
6230 Pont-à-Celles,Apartment,Apartment,254900.0,for sale,2.0,82.0,0.0,0.0,1.0,38.0,0.0,0.0,,4.0,0.0,New,,1.3,0.046,3108.54,6230,Wallonia,False,282335.3,9.0
7500 Tournai,House,Residence,580000.0,for sale,6.0,479.0,0.0,0.0,1.0,,1.0,,530.0,2.0,0.0,,,1.4,0.066,1210.86,7500,Wallonia,False,319536.1,
6990 Hotton,House,Residence,330000.0,for sale,3.0,296.0,0.0,,1.0,,1.0,,610.0,,0.0,New,,5.1,0.019,1114.86,6990,Wallonia,False,381500.0,9.0
1083 Ganshoren,Apartment,Apartment,215000.0,for sale,2.0,90.0,1.0,0.0,1.0,,0.0,0.0,,2.0,0.0,Fully renovated,1.0,1.7,0.411,2388.89,1083,Brussels,False,297368.5,7.0
7500 Tournai,House,Villa,419000.0,for sale,3.0,217.0,1.0,,1.0,,1.0,,,4.0,0.0,Excellent,2.0,4.2,0.667,1930.88,7500,Wallonia,False,319536.1,8.0
9310 Baardegem,House,Residence,165000.0,for sale,3.0,110.0,0.0,0.0,1.0,30.0,1.0,120.0,300.0,3.0,0.0,To be renovated,1.0,6.1,0.162,1500.0,9310,Flanders,False,333700.0,4.0
1400 Nivelles,House,Residence,550000.0,for sale,3.0,167.0,1.0,,1.0,,1.0,757.0,944.0,4.0,0.0,Excellent,1.0,1.4,0.179,3293.41,1400,Wallonia,False,303759.6,8.0
3770 Riemst,House,Residence,349000.0,for sale,2.0,172.0,1.0,0.0,1.0,7.0,1.0,635.0,1045.0,3.0,0.0,Normal,2.0,6.1,0.043,2029.07,3770,Flanders,False,308166.7,5.0
8710 Wielsbeke,House,Residence,289500.0,for sale,3.0,175.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0,,,3.7,0.235,1654.29,8710,Flanders,False,345202.7,
1745 Opwijk,Apartment,Apartment,415000.0,for sale,3.0,145.0,1.0,,0.0,0.0,0.0,0.0,,2.0,0.0,Excellent,1.0,0.819,0.419,2862.07,1745,Flanders,False,459519.2,8.0
1785 Merchtem,House,Mixed Building,895000.0,for sale,4.0,363.0,0.0,0.0,1.0,,1.0,,1414.0,3.0,0.0,Excellent,2.0,1.8,0.001,2465.56,1785,Flanders,False,446840.6,8.0
4261 Latinne,House,Residence,449000.0,for sale,4.0,220.0,1.0,0.0,1.0,95.0,1.0,995.0,1127.0,4.0,0.0,Normal,2.0,,0.503,2040.91,4261,Wallonia,False,354000.0,5.0
8670 Koksijde,Apartment,Apartment,189000.0,for sale,1.0,49.0,0.0,1.0,0.0,0.0,1.0,,,,0.0,Normal,,4.9,0.428,3857.14,8670,Flanders,False,384266.8,5.0
8880 Ledegem,House,Residence,135000.0,for sale,3.0,167.0,0.0,,0.0,0.0,1.0,,322.0,3.0,0.0,To be renovated,,5.9,0.065,808.38,8880,Flanders,False,306400.0,4.0
1160 Oudergem,House,Residence,440000.0,for sale,2.0,96.0,0.0,0.0,1.0,,1.0,,210.0,,0.0,,2.0,1.7,0.065,4583.33,1160,Brussels,False,598840.9,
2590 Berlaar,House,Residence,527959.0,for sale,3.0,182.0,0.0,,0.0,0.0,0.0,0.0,558.0,4.0,0.0,New,2.0,2.9,,2900.87,2590,Flanders,False,389239.0,9.0
2910 Essen,House,Residence,256000.0,for sale,3.0,120.0,0.0,0.0,1.0,,1.0,,1888.0,4.0,0.0,To be renovated,1.0,2.4,1.3,2133.33,2910,Flanders,False,474327.3,4.0
9000 Gent,Apartment,Apartment,295000.0,for sale,3.0,80.0,1.0,,1.0,15.0,0.0,0.0,,2.0,0.0,Normal,,2.7,0.159,3687.5,9000,Flanders,False,455712.0,5.0
6220 Fleurus,Apartment,Apartment,259500.0,for sale,2.0,85.0,0.0,,1.0,9.0,0.0,0.0,,3.0,0.0,,,1.2,2.3,3052.94,6220,Wallonia,False,219556.3,
1080 Sint-Jans-Molenbeek,Apartment,Apartment,133000.0,for sale,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Normal,,1.1,0.087,2714.29,1080,Brussels,False,285820.3,5.0
9041 Oostakker,House,Residence,466331.0,for sale,4.0,165.0,0.0,,1.0,,1.0,,127.0,2.0,0.0,,,6.7,0.123,2826.25,9041,Flanders,False,413246.8,
4400 Flémalle,House,Mixed Building,130000.0,for sale,1.0,209.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,4.0,0.0,Normal,1.0,3.2,0.073,622.01,4400,Wallonia,False,272837.5,5.0
1730 Asse,House,Residence,475000.0,for sale,3.0,203.0,0.0,0.0,1.0,5.0,1.0,2300.0,2757.0,4.0,0.0,To be renovated,2.0,3.4,0.121,2339.9,1730,Flanders,False,441194.8,4.0
6567 Labuissière,House,Villa,270000.0,for sale,4.0,168.0,0.0,0.0,0.0,0.0,1.0,,1079.0,4.0,1.0,Normal,1.0,0.431,0.073,1607.14,6567,Wallonia,False,367613.2,5.0
1070 Anderlecht,House,Residence,440000.0,for sale,6.0,194.0,0.0,0.0,1.0,2.0,0.0,0.0,,,0.0,To be renovated,2.0,1.9,0.115,2268.04,1070,Brussels,False,311250.8,4.0
2845 Niel,House,Residence,289000.0,for sale,2.0,141.0,0.0,0.0,1.0,33.0,0.0,0.0,125.0,2.0,0.0,To be renovated,2.0,1.3,0.216,2049.65,2845,Flanders,False,327843.7,4.0
9260 Wichelen,House,Residence,309000.0,for sale,3.0,234.0,0.0,,1.0,,1.0,,1939.0,2.0,0.0,,1.0,1.0,0.688,1320.51,9260,Flanders,False,433239.7,
1180 Ukkel,Apartment,Apartment,365000.0,for sale,2.0,108.0,1.0,0.0,1.0,,0.0,0.0,,,0.0,Excellent,1.0,1.4,0.157,3379.63,1180,Brussels,False,789638.4,8.0
9550 Herzele,Apartment,Apartment,215000.0,for sale,2.0,81.0,1.0,0.0,1.0,10.0,1.0,60.0,,,0.0,Normal,1.0,0.581,0.112,2654.32,9550,Flanders,False,372324.2,5.0
7340 Colfontaine,House,Residence,185000.0,for sale,3.0,140.0,0.0,,0.0,0.0,1.0,,1065.0,3.0,0.0,Normal,,,,1321.43,7340,Wallonia,False,145117.2,5.0
3560 Lummen,House,Residence,361500.0,for sale,3.0,131.0,0.0,,0.0,0.0,1.0,,389.0,3.0,0.0,,2.0,6.3,0.052,2759.54,3560,Flanders,False,352000.0,
9042 Desteldonk,House,Residence,679000.0,for sale,4.0,540.0,0.0,,1.0,,1.0,,3159.0,4.0,0.0,To be renovated,2.0,7.4,0.11,1257.41,9042,Flanders,False,446000.0,4.0
1030 Schaarbeek,Apartment,Ground Floor,335000.0,for sale,3.0,117.0,1.0,,1.0,5.0,1.0,80.0,,2.0,0.0,To renovate,1.0,0.947,0.186,2863.25,1030,Brussels,False,414731.6,3.0
6900 Marche-en-Famenne,House,Residence,349000.0,for sale,2.0,127.0,1.0,0.0,1.0,6.0,0.0,0.0,55.0,2.0,0.0,Excellent,2.0,0.879,0.349,2748.03,6900,Wallonia,False,318501.9,8.0
5300 Andenne,House,Residence,140000.0,for sale,2.0,105.0,0.0,0.0,1.0,7.0,0.0,0.0,,2.0,0.0,,1.0,1.4,0.167,1333.33,5300,Wallonia,False,271717.6,
7012 Jemappes,House,Residence,180000.0,for sale,5.0,144.0,0.0,0.0,1.0,22.0,1.0,124.0,206.0,2.0,0.0,Under construction,2.0,1.8,0.375,1250.0,7012,Wallonia,False,168281.2,6.0
8420 De Haan,Apartment,Apartment,199000.0,for sale,1.0,47.0,0.0,1.0,1.0,,1.0,,,,0.0,Excellent,1.0,9.8,1.1,4234.04,8420,Flanders,False,391789.1,8.0
3630 Maasmechelen,Apartment,Apartment,203000.0,for sale,1.0,68.0,0.0,,1.0,10.0,0.0,0.0,,,0.0,,,,1.7,2985.29,3630,Flanders,False,329803.6,
