locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km,price_per_m2,postal_code,region,outlier_flag,avg_price_locality,building_state_encoded
1360 Perwez,House,Residence,295000.0,for sale,5.0,171.0,1.0,0.0,1.0,,1.0,,1303.0,4.0,0.0,Normal,,,0.07,1725.15,1360,Wallonia,False,331895.7,5.0
1030 Schaarbeek,Apartment,Apartment,290000.0,for sale,1.0,72.0,1.0,0.0,1.0,9.0,1.0,25.0,,2.0,0.0,Excellent,1.0,0.927,0.287,4027.78,1030,Brussels,False,414731.6,8.0
8900 Brielen,House,Residence,355000.0,for sale,3.0,141.0,0.0,,0.0,0.0,1.0,,300.0,3.0,0.0,,,3.3,0.004,2517.73,8900,Flanders,False,347250.0,
1030 Schaarbeek,House,Mixed Building,570000.0,for sale,4.0,186.0,1.0,0.0,1.0,,0.0,0.0,186.0,2.0,0.0,Normal,3.0,1.4,0.048,3064.52,1030,Brussels,False,414731.6,5.0
8730 Beernem,House,Residence,890000.0,for sale,3.0,378.0,0.0,,1.0,180.0,0.0,0.0,4158.0,2.0,0.0,,2.0,8.8,,2354.5,8730,Flanders,False,432064.6,
5000 Namur,Apartment,Studio,110000.0,for sale,0.0,25.0,1.0,,0.0,0.0,0.0,0.0,,2.0,0.0,Excellent,1.0,2.4,0.053,4400.0,5000,Wallonia,False,342346.6,8.0
4683 Vivegnis,House,Residence,215000.0,for sale,3.0,195.0,0.0,,0.0,0.0,1.0,,319.0,3.0,0.0,,,4.5,0.005,1102.56,4683,Wallonia,False,251135.7,
2430 Laakdal,House,Residence,249000.0,for sale,3.0,136.0,0.0,,0.0,0.0,1.0,,,2.0,0.0,Normal,,10.4,0.736,1830.88,2430,Flanders,False,338122.5,5.0
1190 Vorst,Apartment,Duplex,350000.0,for sale,2.0,115.0,1.0,0.0,1.0,13.0,1.0,,,2.0,0.0,To renovate,1.0,1.4,0.21,3043.48,1190,Brussels,False,477241.1,3.0
1570 Galmaarden,House,Residence,340000.0,for sale,4.0,210.0,0.0,0.0,1.0,,1.0,,2300.0,,0.0,To be renovated,2.0,1.4,0.196,1619.05,1570,Flanders,False,519928.6,4.0
6830 Bouillon,House,Residence,199000.0,for sale,4.0,119.0,1.0,0.0,1.0,15.0,1.0,45.0,130.0,3.0,0.0,Normal,3.0,,0.158,1672.27,6830,Wallonia,False,230018.5,5.0
4400 Flémalle-Grande,House,Residence,289000.0,for sale,3.0,174.0,0.0,0.0,1.0,24.0,1.0,340.0,424.0,,0.0,New,1.0,1.5,0.187,1660.92,4400,Wallonia,False,278003.3,9.0
8370 Blankenberge,Apartment,Apartment,267500.0,for sale,1.0,63.0,0.0,0.0,1.0,2.0,0.0,0.0,,,0.0,New,,0.918,0.332,4246.03,8370,Flanders,False,296548.1,9.0
7300 Boussu,House,Residence,250000.0,for sale,2.0,180.0,0.0,0.0,1.0,5.0,0.0,0.0,,2.0,0.0,,4.0,0.143,0.082,1388.89,7300,Wallonia,False,233911.6,
1785 Merchtem,Apartment,Apartment,245000.0,for sale,1.0,101.0,1.0,0.0,1.0,30.0,0.0,0.0,,2.0,0.0,,1.0,1.6,0.078,2425.74,1785,Flanders,False,446840.6,
2200 Herentals,Apartment,Apartment,335000.0,for sale,2.0,85.0,0.0,0.0,1.0,14.0,0.0,0.0,,2.0,0.0,Excellent,1.0,1.5,0.713,3941.18,2200,Flanders,False,352120.2,8.0
8610 Kortemark,House,Residence,420000.0,for sale,5.0,262.0,0.0,,1.0,,1.0,,1530.0,4.0,0.0,,1.0,6.2,0.075,1603.05,8610,Flanders,False,347495.8,
1050 Elsene,House,Mixed Building,995000.0,for sale,,600.0,0.0,0.0,1.0,,1.0,,295.0,2.0,0.0,To be renovated,,0.995,0.239,1658.33,1050,Brussels,False,771126.3,4.0
4910 Theux,House,Residence,635000.0,for sale,4.0,469.0,0.0,0.0,0.0,0.0,1.0,100.0,691.0,2.0,0.0,To be renovated,2.0,0.363,0.02,1353.94,4910,Wallonia,False,358555.6,4.0
1082 Berchem-Sainte-Agathe,House,Residence,885000.0,for sale,5.0,304.0,0.0,,1.0,76.0,1.0,415.0,643.0,3.0,0.0,,,0.928,0.212,2911.18,1082,Brussels,False,342225.0,
6200 Châtelet,Apartment,Apartment,170000.0,for sale,2.0,80.0,1.0,,0.0,0.0,0.0,0.0,,,0.0,Normal,,2.1,0.035,2125.0,6200,Wallonia,False,201066.6,5.0
2170 Merksem,Apartment,Apartment,239000.0,for sale,2.0,81.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,Normal,1.0,1.6,0.142,2950.62,2170,Flanders,False,282367.6,5.0
2570 Duffel,House,Residence,372000.0,for sale,4.0,157.0,0.0,0.0,1.0,,1.0,70.0,273.0,3.0,0.0,Normal,1.0,1.8,0.281,2369.43,2570,Flanders,False,403825.4,5.0
8670 Koksijde,Apartment,Apartment,525000.0,for sale,2.0,112.0,0.0,,1.0,14.0,1.0,,,,0.0,New,1.0,4.8,0.559,4687.5,8670,Flanders,False,384266.8,9.0
8540 Deerlijk,House,Residence,99000.0,for sale,2.0,95.0,0.0,0.0,0.0,0.0,1.0,,140.0,2.0,0.0,To be renovated,1.0,3.7,0.319,1042.11,8540,Flanders,False,377182.7,4.0
4000 Liege,House,Villa,699000.0,for sale,7.0,365.0,1.0,0.0,1.0,,1.0,1850.0,2457.0,4.0,0.0,Excellent,3.0,3.0,0.307,1915.07,4000,Wallonia,False,278374.3,8.0
2500 Lier,Apartment,Apartment,288961.0,for sale,2.0,92.0,0.0,0.0,1.0,20.0,0.0,0.0,,2.0,0.0,New,,1.2,0.189,3140.88,2500,Flanders,False,305396.3,9.0
8670 Koksijde,Apartment,Apartment,272000.0,for sale,2.0,76.0,0.0,,1.0,,0.0,0.0,,,0.0,Fully renovated,,5.8,0.821,3578.95,8670,Flanders,False,384266.8,7.0
1050 Elsene,Apartment,Apartment,460000.0,for sale,2.0,81.0,1.0,0.0,1.0,5.0,0.0,0.0,,2.0,0.0,New,1.0,0.747,0.246,5679.01,1050,Brussels,False,771126.3,9.0
1180 Ukkel,House,Residence,1100000.0,for sale,5.0,379.0,1.0,,1.0,,1.0,,,2.0,0.0,Fully renovated,4.0,1.8,0.154,2902.37,1180,Brussels,False,789638.4,7.0
1600 Sint-Pieters-Leeuw,House,Villa,649000.0,for sale,3.0,187.0,1.0,0.0,1.0,,1.0,,769.0,4.0,0.0,Normal,1.0,2.7,0.108,3470.59,1600,Flanders,False,474491.7,5.0
9000 Gent,Apartment,Ground Floor,289000.0,for sale,2.0,78.0,1.0,0.0,1.0,12.0,1.0,24.0,,2.0,0.0,Normal,1.0,1.9,0.245,3705.13,9000,Flanders,False,455712.0,5.0
5020 Vedrin,House,Residence,565000.0,for sale,4.0,230.0,1.0,,1.0,,1.0,,2198.0,4.0,0.0,Excellent,3.0,4.4,0.032,2456.52,5020,Wallonia,False,393833.3,8.0
7700 Mouscron,Apartment,Loft,314115.0,for sale,1.0,130.0,1.0,,1.0,54.0,0.0,0.0,,2.0,0.0,Excellent,,0.969,0.108,2416.27,7700,Wallonia,False,303413.9,8.0
6000 Charleroi,Apartment,Apartment,156000.0,for sale,3.0,84.0,0.0,,1.0,2.0,0.0,0.0,,4.0,0.0,,,0.278,0.165,1857.14,6000,Wallonia,False,198514.2,
8500 Kortrijk,Apartment,Apartment,458500.0,for sale,2.0,113.0,0.0,,1.0,,0.0,0.0,,,0.0,,1.0,0.325,0.045,4057.52,8500,Flanders,False,404279.9,
7340 Colfontaine,Apartment,Apartment,170000.0,for sale,2.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Normal,1.0,,,1416.67,7340,Wallonia,False,145117.2,5.0
8740 Pittem,House,Residence,519000.0,for sale,4.0,220.0,1.0,0.0,1.0,,1.0,,2864.0,4.0,0.0,Normal,2.0,5.0,0.315,2359.09,8740,Flanders,False,365978.4,5.0
3870 Heers,Apartment,Duplex,235000.0,for sale,1.0,115.0,0.0,,1.0,24.0,0.0,0.0,,2.0,0.0,Fully renovated,2.0,8.7,0.275,2043.48,3870,Flanders,False,198666.7,7.0
1180 Ukkel,Apartment,Apartment,550000.0,for sale,1.0,129.0,1.0,0.0,1.0,50.0,0.0,0.0,,2.0,0.0,Excellent,2.0,1.5,0.301,4263.57,1180,Brussels,False,789638.4,8.0
3680 Maaseik,House,Residence,349000.0,for sale,3.0,177.0,0.0,0.0,1.0,,1.0,,423.0,4.0,0.0,,,,0.525,1971.75,3680,Flanders,False,382070.5,
9500 Geraardsbergen,Apartment,Apartment,145000.0,for sale,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Normal,1.0,1.4,0.155,1933.33,9500,Flanders,False,349010.6,5.0
4020 Liege,Apartment,Apartment,299000.0,for sale,3.0,103.0,1.0,0.0,1.0,,0.0,0.0,,2.0,0.0,Excellent,1.0,1.3,0.474,2902.91,4020,Wallonia,False,231801.7,8.0
8430 Middelkerke,Apartment,Studio,85000.0,for sale,,21.0,0.0,1.0,1.0,6.0,1.0,,,2.0,0.0,Excellent,,,1.1,4047.62,8430,Flanders,False,249768.2,8.0
8740 Pittem,House,Residence,391268.0,for sale,4.0,167.0,0.0,,0.0,0.0,1.0,,179.0,3.0,0.0,New,,5.0,0.321,2342.92,8740,Flanders,False,365978.4,9.0
1040 Etterbeek,House,Mixed Building,1150000.0,for sale,5.0,400.0,0.0,0.0,1.0,,1.0,79.0,171.0,3.0,0.0,Normal,,0.574,0.404,2875.0,1040,Brussels,False,614344.9,5.0
4020 Liege,Apartment,Penthouse,414000.0,for sale,3.0,125.0,0.0,,1.0,22.0,0.0,0.0,,3.0,0.0,New,3.0,1.6,0.157,3312.0,4020,Wallonia,False,231801.7,9.0
1745 Opwijk,House,Residence,980000.0,for sale,3.0,380.0,0.0,0.0,1.0,,1.0,,,4.0,1.0,,4.0,1.2,0.296,2578.95,1745,Flanders,False,459519.2,
4537 Verlaine,House,Residence,440000.0,for sale,5.0,240.0,1.0,0.0,1.0,,1.0,,1018.0,4.0,0.0,Normal,3.0,6.5,0.053,1833.33,4537,Wallonia,False,356571.4,5.0
3020 Herent,House,Residence,395000.0,for sale,2.0,150.0,0.0,0.0,1.0,,1.0,,244.0,4.0,0.0,Normal,2.0,3.6,0.155,2633.33,3020,Flanders,False,505613.2,5.0
1640 Sint-Genesius-Rode,House,Villa,475000.0,for sale,4.0,195.0,0.0,,0.0,0.0,1.0,540.0,845.0,4.0,0.0,,,0.557,0.202,2435.9,1640,Flanders,False,840120.7,
8902 Zillebeke,House,Residence,349000.0,for sale,5.0,269.0,0.0,,0.0,0.0,1.0,,241.0,3.0,0.0,Excellent,,4.5,0.375,1297.4,8902,Flanders,False,364582.4,8.0
4020 Liege,Apartment,Penthouse,499000.0,for sale,3.0,150.0,0.0,,1.0,12.0,0.0,0.0,,,0.0,Excellent,,1.9,0.216,3326.67,4020,Wallonia,False,231801.7,8.0
2100 Deurne,House,Residence,229000.0,for sale,2.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,0.0,To be renovated,2.0,1.9,1.2,2223.3,2100,Flanders,False,263040.4,4.0
6940 Durbuy,Apartment,Loft,230000.0,for sale,2.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,1.0,5.0,0.014,1483.87,6940,Wallonia,False,358881.0,
9230 Wetteren,House,Residence,885000.0,for sale,9.0,315.0,0.0,,1.0,,1.0,1100.0,1100.0,4.0,0.0,Normal,,1.8,0.323,2809.52,9230,Flanders,False,355620.8,5.0
1730 Asse,House,Villa,650000.0,for sale,3.0,250.0,0.0,0.0,1.0,100.0,1.0,,1566.0,,0.0,To be renovated,3.0,2.4,0.665,2600.0,1730,Flanders,False,441194.8,4.0
7730 Estaimbourg,House,Residence,345000.0,for sale,3.0,205.0,1.0,0.0,1.0,,1.0,1235.0,1596.0,4.0,0.0,Normal,3.0,6.4,0.042,1682.93,7730,Wallonia,False,333786.8,5.0
1050 Elsene,Apartment,Studio,299000.0,for sale,0.0,45.0,1.0,0.0,0.0,0.0,1.0,,,2.0,0.0,New,1.0,0.234,0.141,6644.44,1050,Brussels,False,771126.3,9.0
4100 Seraing,Apartment,Apartment,295000.0,for sale,3.0,135.0,0.0,,1.0,7.0,0.0,0.0,,,0.0,Normal,,3.2,0.039,2185.19,4100,Wallonia,False,205508.3,5.0
7300 Boussu,House,Residence,410948.0,for sale,4.0,190.0,0.0,,0.0,0.0,1.0,,1328.0,4.0,0.0,New,2.0,1.4,0.783,2162.88,7300,Wallonia,False,233911.6,9.0
2140 Borgerhout,Apartment,Apartment,264000.0,for sale,2.0,96.0,0.0,0.0,1.0,10.0,0.0,0.0,,,0.0,Normal,1.0,0.45,0.116,2750.0,2140,Flanders,False,256058.3,5.0
2960 Brecht,House,Residence,229000.0,for sale,1.0,118.0,0.0,0.0,1.0,,1.0,,415.0,3.0,0.0,To be renovated,,3.3,1.8,1940.68,2960,Flanders,False,467177.0,4.0
4680 Oupeye,House,Residence,299000.0,for sale,4.0,130.0,1.0,0.0,0.0,0.0,1.0,324.0,447.0,4.0,0.0,Normal,1.0,4.5,0.364,2300.0,4680,Wallonia,False,321641.9,5.0
9300 Aalst,House,Residence,325000.0,for sale,4.0,145.0,1.0,0.0,1.0,6.0,1.0,100.0,,2.0,0.0,Excellent,,0.838,0.123,2241.38,9300,Flanders,False,360900.1,8.0
6240 Farciennes,House,Residence,109000.0,for sale,2.0,104.0,1.0,,0.0,0.0,1.0,,147.0,2.0,0.0,To renovate,1.0,0.622,0.136,1048.08,6240,Wallonia,False,177247.5,3.0
9800 Deinze,House,Residence,195000.0,for sale,1.0,104.0,1.0,,1.0,,0.0,0.0,70.0,2.0,0.0,Normal,2.0,0.303,0.21,1875.0,9800,Flanders,False,413699.6,5.0
6820 Florenville,House,Master House,349000.0,for sale,3.0,250.0,1.0,,1.0,,1.0,,,,0.0,Excellent,,10.4,3.2,1396.0,6820,Wallonia,False,193766.7,8.0
4280 Moxhe,Apartment,Apartment,260000.0,for sale,2.0,87.0,0.0,0.0,1.0,,1.0,,,3.0,0.0,,2.0,,0.058,2988.51,4280,Wallonia,False,254000.0,
1070 Anderlecht,Apartment,Apartment,159000.0,for sale,1.0,60.0,0.0,0.0,1.0,11.0,0.0,0.0,,2.0,0.0,Normal,1.0,1.6,0.38,2650.0,1070,Brussels,False,311250.8,5.0
7730 Leers-Nord,House,Residence,269000.0,for sale,3.0,121.0,0.0,,0.0,0.0,0.0,0.0,240.0,,0.0,Excellent,2.0,3.9,0.039,2223.14,7730,Wallonia,False,296333.3,8.0
1180 Ukkel,Apartment,Apartment,515000.0,for sale,3.0,131.0,0.0,0.0,1.0,4.0,0.0,0.0,,2.0,0.0,,1.0,2.4,0.273,3931.3,1180,Brussels,False,789638.4,
4450 Juprelle,House,Residence,269000.0,for sale,3.0,142.0,0.0,0.0,1.0,38.0,1.0,247.0,354.0,3.0,0.0,,2.0,3.2,0.085,1894.37,4450,Wallonia,False,319472.7,
1851 Humbeek,House,Residence,599000.0,for sale,3.0,201.0,1.0,0.0,1.0,,1.0,,602.0,3.0,0.0,New,2.0,5.0,0.191,2980.1,1851,Flanders,False,675000.0,9.0
1000 Brussels,Apartment,Apartment,240000.0,for sale,1.0,71.0,1.0,,0.0,0.0,0.0,0.0,,3.0,0.0,Excellent,,0.34,0.08,3380.28,1000,Brussels,False,579597.5,8.0
7712 Herseaux,House,Residence,290000.0,for sale,2.0,158.0,0.0,0.0,0.0,0.0,1.0,64.0,200.0,2.0,0.0,Normal,2.0,1.4,0.022,1835.44,7712,Wallonia,False,290400.0,5.0
8647 Lo-Reninge,House,Residence,200000.0,for sale,3.0,209.0,0.0,,0.0,0.0,0.0,0.0,1020.0,4.0,0.0,,,,0.127,956.94,8647,Flanders,False,169500.0,
4620 Fléron,House,Residence,299000.0,for sale,4.0,253.0,1.0,0.0,1.0,30.0,1.0,244.0,682.0,2.0,0.0,Normal,2.0,8.2,0.366,1181.82,4620,Wallonia,False,235750.0,5.0
2480 Dessel,House,Residence,389000.0,for sale,3.0,189.0,0.0,0.0,1.0,,1.0,,532.0,3.0,0.0,,2.0,7.6,0.453,2058.2,2480,Flanders,False,303800.0,
8800 Roeselare,Apartment,Apartment,145000.0,for sale,2.0,82.0,0.0,,1.0,,0.0,0.0,,,0.0,,1.0,1.1,0.075,1768.29,8800,Flanders,False,301092.9,
4780 Saint-Vith,Apartment,Apartment,385621.0,for sale,2.0,90.0,1.0,,1.0,6.0,1.0,45.0,,,0.0,New,1.0,,0.303,4284.68,4780,Wallonia,False,367180.1,9.0
2390 Malle,House,Residence,485558.0,for sale,3.0,162.0,0.0,,0.0,0.0,0.0,0.0,492.0,3.0,0.0,New,2.0,10.0,0.805,2997.27,2390,Flanders,False,494867.0,9.0
7370 Dour,House,Mixed Building,165000.0,for sale,2.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,Normal,1.0,4.1,0.044,3510.64,7370,Wallonia,False,186181.5,5.0
4784 Crombach,Apartment,Apartment,312744.0,for sale,2.0,98.0,1.0,0.0,1.0,15.0,0.0,0.0,,3.0,0.0,New,1.0,,0.405,3191.27,4784,Wallonia,False,319576.8,9.0
2000 Antwerp,Apartment,Apartment,785700.0,for sale,3.0,162.0,0.0,,1.0,15.0,0.0,0.0,,,0.0,,1.0,0.764,0.279,4850.0,2000,Flanders,False,471736.7,
5030 Gembloux,House,Residence,157500.0,for sale,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,To be renovated,1.0,1.0,0.079,2187.5,5030,Wallonia,False,309431.8,4.0
9300 Aalst,House,Residence,279000.0,for sale,3.0,134.0,1.0,0.0,1.0,,1.0,,370.0,3.0,0.0,To be renovated,,1.6,0.018,2082.09,9300,Flanders,False,360900.1,4.0
9620 Sint-Maria-Oudenhove,House,Residence,477979.0,for sale,3.0,176.0,0.0,,0.0,0.0,0.0,0.0,803.0,4.0,0.0,New,2.0,3.6,0.058,2715.79,9620,Flanders,False,454559.9,9.0
3650 Dilsen-Stokkem,House,Residence,415489.0,for sale,3.0,188.0,0.0,,1.0,,1.0,70.0,,,0.0,,,,0.924,2210.05,3650,Flanders,False,349717.1,
4100 Seraing,House,Residence,139000.0,for sale,3.0,59.0,0.0,,0.0,0.0,0.0,0.0,60.0,,0.0,Fully renovated,,0.823,0.108,2355.93,4100,Wallonia,False,205508.3,7.0
2590 Berlaar,House,Residence,420000.0,for sale,2.0,177.0,0.0,0.0,1.0,,0.0,0.0,114.0,2.0,0.0,Normal,2.0,1.6,,2372.88,2590,Flanders,False,389239.0,5.0
4602 Cheratte,House,Residence,69000.0,for sale,2.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,2.0,0.0,Normal,1.0,5.8,0.173,1254.55,4602,Wallonia,False,301444.6,5.0
1933 Sterrebeek,House,Residence,700000.0,for sale,4.0,305.0,0.0,0.0,1.0,,1.0,350.0,612.0,4.0,0.0,,,4.0,0.734,2295.08,1933,Flanders,False,1049676.5,
1070 Anderlecht,Apartment,Apartment,239000.0,for sale,2.0,95.0,0.0,0.0,1.0,20.0,0.0,0.0,,4.0,0.0,To be renovated,2.0,1.9,0.115,2515.79,1070,Brussels,False,311250.8,4.0
9700 Oudenaarde,House,Residence,195000.0,for sale,2.0,421.0,0.0,0.0,0.0,0.0,1.0,,,2.0,0.0,,2.0,2.1,0.175,463.18,9700,Flanders,False,470699.3,
4820 Dison,Apartment,Ground Floor,165000.0,for sale,2.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,Normal,1.0,2.9,0.061,1918.6,4820,Wallonia,False,185833.3,5.0
9000 Gent,House,Residence,359000.0,for sale,2.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,,1.0,3.1,0.174,4273.81,9000,Flanders,False,455712.0,
1090 Jette,Apartment,Apartment,220000.0,for sale,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,,1.0,0.727,0.113,2650.6,1090,Brussels,False,288449.2,
4020 Bressoux,Apartment,Apartment,189000.0,for sale,2.0,86.0,0.0,,1.0,3.0,0.0,0.0,,2.0,0.0,,,1.7,0.365,2197.67,4020,Wallonia,False,184666.7,
1502 Lembeek,House,Residence,295000.0,for sale,2.0,166.0,0.0,0.0,1.0,,1.0,,167.0,2.0,0.0,Normal,2.0,0.204,0.195,1777.11,1502,Flanders,False,325222.0,5.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,240000.0,for sale,2.0,88.0,0.0,,1.0,10.0,0.0,0.0,,3.0,0.0,To renovate,1.0,0.858,0.223,2727.27,1080,Brussels,False,285820.3,3.0
4040 Herstal,House,Residence,199000.0,for sale,3.0,154.0,1.0,0.0,1.0,19.0,1.0,340.0,410.0,2.0,0.0,Normal,1.0,0.551,0.318,1292.21,4040,Wallonia,False,232814.9,5.0
7850 Enghien,House,Residence,280000.0,for sale,2.0,200.0,0.0,,0.0,0.0,1.0,80.0,,2.0,0.0,Normal,2.0,0.533,0.124,1400.0,7850,Wallonia,False,425591.8,5.0
1120 Neder-Over-Heembeek,Apartment,Studio,130000.0,for sale,0.0,40.0,1.0,0.0,1.0,2.0,0.0,0.0,,3.0,0.0,To renovate,1.0,2.5,0.129,3250.0,1120,Brussels,False,377740.5,3.0
4020 Liege,House,Residence,169000.0,for sale,2.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Excellent,2.0,1.8,0.327,2036.14,4020,Wallonia,False,231801.7,8.0
4430 Ans,Apartment,Apartment,175000.0,for sale,1.0,66.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0,Excellent,1.0,2.2,0.212,2651.52,4430,Wallonia,False,231870.6,8.0
8620 Nieuwpoort,Apartment,Apartment,259000.0,for sale,1.0,54.0,1.0,,1.0,,0.0,0.0,,1.0,0.0,Normal,,10.7,0.657,4796.3,8620,Flanders,False,426778.3,5.0
9150 Kruibeke,House,Residence,439000.0,for sale,5.0,197.0,0.0,0.0,0.0,0.0,1.0,235.0,547.0,,0.0,New,2.0,5.6,1.4,2228.43,9150,Flanders,False,507444.4,9.0
6042 Lodelinsart,House,Residence,99000.0,for sale,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.0,0.0,To be renovated,,1.6,0.115,1237.5,6042,Wallonia,False,225214.3,4.0
7320 Bernissart,House,Residence,311186.0,for sale,3.0,158.0,0.0,,0.0,0.0,1.0,,796.0,4.0,0.0,New,2.0,4.0,0.917,1969.53,7320,Wallonia,False,330526.8,9.0
9220 Hamme,House,Residence,170000.0,for sale,1.0,50.0,0.0,,0.0,0.0,0.0,0.0,70.0,,0.0,To renovate,,8.2,0.241,3400.0,9220,Flanders,False,304383.7,3.0
1150 Sint-Pieters-Woluwe,House,Residence,749000.0,for sale,4.0,170.0,1.0,0.0,1.0,20.0,0.0,0.0,120.0,2.0,0.0,Excellent,3.0,5.1,0.209,4405.88,1150,Brussels,False,848242.8,8.0
4000 Liege,Apartment,Triplex,275000.0,for sale,5.0,165.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0,Normal,,1.8,0.162,1666.67,4000,Wallonia,False,278374.3,5.0
1310 La Hulpe,House,Residence,980000.0,for sale,3.0,170.0,0.0,,1.0,,1.0,1509.0,,4.0,0.0,Fully renovated,,6.1,0.971,5764.71,1310,Wallonia,False,717562.5,7.0
6020 Dampremy,House,Residence,135000.0,for sale,4.0,143.0,0.0,0.0,1.0,5.0,1.0,150.0,240.0,3.0,0.0,To renovate,1.0,1.2,0.216,944.06,6020,Wallonia,False,123316.6,3.0
7730 Estaimpuis,House,Villa,365000.0,for sale,4.0,170.0,1.0,0.0,1.0,30.0,1.0,1210.0,1560.0,4.0,0.0,Normal,2.0,6.0,1.2,2147.06,7730,Wallonia,False,369399.4,5.0
7340 Colfontaine,House,Residence,150000.0,for sale,4.0,161.0,0.0,0.0,1.0,25.0,1.0,400.0,540.0,3.0,0.0,To be renovated,2.0,3.7,0.118,931.68,7340,Wallonia,False,145117.2,4.0
2560 Nijlen,House,Residence,575000.0,for sale,3.0,191.0,0.0,0.0,1.0,,1.0,,874.0,3.0,0.0,,2.0,1.9,0.247,3010.47,2560,Flanders,False,427216.0,
7700 Luingne,House,Residence,363000.0,for sale,4.0,173.0,1.0,0.0,1.0,,1.0,720.0,997.0,4.0,0.0,To renovate,1.0,0.893,0.056,2098.27,7700,Wallonia,False,329400.0,3.0
4030 Grivegnée,Apartment,Studio,119000.0,for sale,1.0,53.0,1.0,0.0,1.0,6.0,0.0,0.0,,3.0,0.0,Normal,1.0,1.9,0.179,2245.28,4030,Wallonia,False,224804.0,5.0
1120 Neder-Over-Heembeek,Apartment,Apartment,300000.0,for sale,2.0,90.0,1.0,0.0,1.0,3.0,0.0,0.0,,3.0,0.0,Normal,1.0,3.1,0.24,3333.33,1120,Brussels,False,377740.5,5.0
1180 Ukkel,House,Residence,395000.0,in public sale,4.0,117.0,0.0,,0.0,0.0,1.0,,,,0.0,,2.0,0.833,0.203,3376.07,1180,Brussels,False,789638.4,
4122 Plainevaux,Apartment,Apartment,329900.0,for sale,2.0,95.0,1.0,0.0,1.0,,0.0,0.0,,,0.0,,1.0,5.7,0.605,3472.63,4122,Wallonia,False,418316.7,
1150 Sint-Pieters-Woluwe,Apartment,Ground Floor,1950000.0,for sale,3.0,224.0,1.0,0.0,1.0,58.0,1.0,614.0,,,0.0,New,3.0,2.5,0.37,8705.36,1150,Brussels,False,848242.8,9.0
2660 Hoboken,Apartment,Apartment,269000.0,for sale,2.0,91.0,0.0,,0.0,0.0,1.0,106.0,,,0.0,,1.0,1.3,0.32,2956.04,2660,Flanders,False,304325.6,
6950 Harsin,House,Residence,255000.0,for sale,5.0,265.0,0.0,0.0,1.0,,1.0,,1438.0,,0.0,,2.0,5.4,0.047,962.26,6950,Wallonia,False,249666.7,
4360 Oreye,Apartment,Duplex,230550.0,for sale,1.0,87.0,1.0,,1.0,34.0,0.0,0.0,,3.0,0.0,New,1.0,7.1,0.731,2650.0,4360,Wallonia,False,345781.8,9.0
6941 Bende,House,Residence,360000.0,for sale,4.0,135.0,0.0,,0.0,0.0,1.0,,1203.0,4.0,0.0,,,1.6,1.1,2666.67,6941,Wallonia,False,360000.0,
7060 Soignies,House,Residence,310000.0,for sale,2.0,140.0,0.0,,1.0,50.0,1.0,570.0,790.0,4.0,0.0,,,7.8,0.665,2214.29,7060,Wallonia,False,327359.1,
1370 Jodoigne,House,Residence,235000.0,for sale,2.0,135.0,0.0,0.0,1.0,,1.0,,546.0,4.0,0.0,To be renovated,,10.9,0.259,1740.74,1370,Wallonia,False,330103.9,4.0
7611 La Glanerie,Apartment,Duplex,400000.0,for sale,3.0,226.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,Excellent,1.0,11.2,0.182,1769.91,7611,Wallonia,False,400000.0,8.0
4610 Beyne-Heusay,House,Residence,395000.0,for sale,10.0,448.0,1.0,0.0,1.0,,0.0,0.0,135.0,2.0,0.0,To be renovated,2.0,4.6,0.257,881.7,4610,Wallonia,False,257370.4,4.0
9230 Wetteren,House,Residence,245000.0,for sale,3.0,127.0,0.0,0.0,1.0,,0.0,0.0,80.0,2.0,0.0,Normal,2.0,0.567,0.025,1929.13,9230,Flanders,False,355620.8,5.0
3550 Heusden-Zolder,House,Residence,575000.0,for sale,3.0,331.0,0.0,,0.0,0.0,1.0,,2016.0,4.0,1.0,,2.0,4.2,1.6,1737.16,3550,Flanders,False,393598.2,
